manchu_word,trans_word,desc_word,dic_id,image_file_name,image_file_page_no
ᡧᠠᠨᠶᠠᠨ ᠪᠣᠰᠣᡳ ᠰᡳᠪᡳᠶᠠ ᠰᡳᠨᡩᠠᡥᠠ ᡩᡠᠰᡳᡥᡳ,Sanyan bosoi sibiya sindaha dusihi,素积，见《礼记》。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᠪᡠᠯᡝᡥᡝᠨ,Sanyan bulehen,〈动〉丹顶鹤，仙鹤。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᠮᠣᡵᡳᠨ ᠪᡝ ᠸᠠᠮᡝ ᡤᠠᠰᡥᡡᠮᠪᡳ,Sanyan morin be wame gash@mbi,刑马白盟，杀白马以盟誓。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᠮᡝᡳᡥᡝᡨᡠ,Sanyan meihetu,〈动〉白鳝。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᠮᡠᡩᡠᡵᡳ ᠵᡠᠴᡝ,Sanyan muduri juce,〈地〉白龙潭。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᠮᡠᡵᠰᠠ,Sanyan mursa,〈植〉水萝卜。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᠰᠠᠮᠰᡠ,Sanyan samsu,白漂布。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᠰᠠᡵᠠᠩᡤᠠ ᠸᡝᠰᡳᡥᡠᠨ ᠮᡠᡨᡝᠪᡠᡥᡝ ᡤᡝᠪᡠᠩᡤᡝ ᠨᠣᠮᡠᠨ ᡨᠣᡴᡨᠣᡥᠣ,Sanyan sarangga wesihun mutebuhe gebungge nomun toktoho,〈书〉白伞盖经。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᠰᠠᡵᠠᠩᡤᠠ ᡶᡠᠴᡳᡥᡳ ᡝᠮᡝ ᡳ ᠮᡠᡨᡝᠪᡠᡵᡝ ᠨᠣᠮᡠᠨ,Sanyan sarangga fucihi eme i mutebure nomun,〈书〉白伞盖仪轨经。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᠰᡝᠨᠴᡝᡥᡝ,Sanyan sencehe,〈动〉颏，鹌鹑之一种。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᠰᡝᠯᠪᡝᡨᡝ,Sanyan selbete,白蒿，参见 meger。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᠰᡝᠯᡝᡴᠵᡝ,Sanyan selekje,〈动〉白貘，走兽名。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᠰᡠᠪᡝᠯᡳᠶᡝᠨ,Sanyan subeliyen,素丝。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᠰᡠᠵᡝ ᡩᡝ ᠠᡳᠰᡳᠨ ᡩᠠᠮᠪᡠᡥᠠ ᠠᠵᡳᡤᡝ ᡴᡳᡵᡠ,Sanyan suje de aisin dambuha ajige kiru,白销金小旗，仪仗名。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᠰᡠᠵᡝ ᡩᡝ ᠠᡳᠰᡳᠨ ᡩᠠᠮᠪᡠᡥᠠ ᠮᡠᡩᡠᡵᡳᠩᡤᠠ ᡨᡠᡵᡠᠨ,Sanyan suje de aisin dambuha muduringga turun,白销金龙纛，仪仗名。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᠰᡠᡳᡥᠠ,Sanyan suiha,〈植〉野艾。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᠰᡠᡴᠰᡠᡥᡠ,Sanyan suksuhu,〈动〉白鷢，白色鱼鹰。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᠰᡳᠯᡝᠩᡤᡳ,Sanyan silenggi,白露，节气名。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᠰᡳᠯᡝᠩᡤᡳ ᠣᠯᡥᠣᡵᠣ ᡠᠨᡩᡝ,Sanyan silenggi olhoro unde,白露未晞。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᠰᡳᡧᠠᡵᡤᠠᠨ,Sanyan siSargan,〈动〉西宁白，此雀羽毛微黑而有白斑。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᠴᠠᡳᠰᡝ,Sanyan caise,白馓子，一种油炸拉条饽饽。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᠵᠠᠰᡝ,Sanyan jase,本系旧清语，指长城一带。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᠵᡝᠶᡝᠨ ᡩᡝ ᡶᡠᡥᡝᠨᡝᠴᡳ ᠣᠮᠪᡳ,Sanyan jeyen de fuheneci ombi,白刃可蹈。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᠶᠠᡵᡥᠠ,Sanyan yarha,〈动〉白豹。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᠸᡝᡳᠵᡠᠨ,Sanyan weijun,〈动〉白鹳。,6,546,546a
ᡧᠠᠨᠶᠠᠨ ᠸᡝᡳᡶᡠᡨᡠ,Sanyan weifutu,〈动〉兹白，走兽名。,6,546,546a
ᡧᠠᠨᠶᠠᠨ ᡝᠯᠪᡝᠨ ᡳ ᠰᡝᡴᡨᡝᡵᡝ ᠪᡝ ᠪᠠᡳᡨᠠᠯᠠᠮᠪᡳ,Sanyan elben i sektere be baitalambi,藉用白茅。,6,544,544c
ᡧᠠᠨᠶᠠᠨ ᡠᠮᡳᠶᠠᡥᠠ,Sanyan umiyaha,〈动〉寸白虫，即绦虫。,6,544,544c
ᡧᠠᠨᠶᠠᠨ ᡠᠯᡥᡠ,Sanyan ulhu,①〈动〉银鼠。②银鼠皮。,6,544,544c
ᡧᠠᠨᠶᠠᠨ ᡠᠯᡥᡡᠮᠠ,Sanyan ulh@ma,〈动〉白雉。,6,544,544c
ᡧᠠᠨᠶᠠᠨ ᡠᠯᡥᡡᠮᠠᠩᡤᠠ ᡴᡳᡵᡠ,Sanyan ulh@mangga kiru,白雉旗，幅上绣有白雉像的旗。,6,544,544c
ᡧᠠᠨᠶᠠᠨ ᡤᠠᡥᠠ,Sanyan gaha,〈动〉白鸦。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᡤᠠᡵᡠᡩᠠᡳ,Sanyan garudai,〈动〉化翼，即白凤。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᡤᡠ,Sanyan gu,白璧。,6,546,546a
ᡧᠠᠨᠶᠠᠨ ᡤᡠ ᡩᡝ ᡥᡝᠨᡳ ᡶᡳᠶᠠᡵᡨᡠᠨ ᠠᡴᡡ,Sanyan gu de heni fiyartun ak@,白璧无瑕。,6,546,546a
ᡧᠠᠨᠶᠠᠨ ᡤᡠ ᡳ ᡤᡳᡩᠠᠴᠠᠨ,Sanyan gu i gidacan,白玉之珩。,6,546,546a
ᡧᠠᠨᠶᠠᠨ ᡤᡡᠰᠠᡳ ᡶᠠᠯᡤᠠ,Sanyan g@sai falga,〈衙〉白旗甲，隶兵部。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᡤᡡᠰᠠᡳ ᡶᡳᠶᡝᠨᡨᡝᠨ,Sanyan g@sai fiyenten,〈衙〉白旗司。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᡤᡡᠸᠠᠰᡳᡥᡳᠶᠠ,Sanyan g@wasihiya,〈动〉白鹭。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᡤᡳᠨᠴᡳᡥᡳᠶᠠᠨ ᡧᡠᡤᡳᠨ,Sanyan gincihiyan Sugin,白退光溱。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᡥᠠᠯᡠ ᡳ ᠰᠠᠴᡳᠮᠠ,Sanyan halu i sacima,白糖缠，食品名。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᡥᠠᡴᠰᠠᠩᡤᠠ ᡝᡶᡝᠨ,Sanyan haksangga efen,白焦饼。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᡥᠣᠣᡥᠠᠨ,Sanyan hoohan,〈动〉白庄，飞禽名，有青白两种。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᡥᠣᡵᠣᠩᡤᠣ ᡤᡠ,Sanyan horonggo gu,= Sah@n horonggo gu,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᡧᠣᠩᡴᠣᠨ,Sanyan Songkon,〈动〉白海青，飞禽名。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᡧᠣᡧᠣᠨᡨᡠ,Sanyan SoSontu,接▲，古代头巾名。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᡧᡠ ᡳᠯᡥᠠ ᠨᠣᠮᡠᠨ,Sanyan Su ilha nomun,〈书〉法华经。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᡧᡠ ᡳᠯᡥᠠᡳ ᠨᠣᠮᡠᠨ ᡳ ᡧᠠᠩᡤᠠᠪᡠᠮᡝ ᠮᡠᡨᡝᠪᡠᡵᡝ ᡴᠣᠣᠯᡳ ᡩᡠᡵᡠᠨ,Sanyan Su ilhai nomun i Sanggabume mutebure kooli durun,〈书〉成就妙法莲花经仪轨。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᡧᡠ ᡳᠯᡥᠠᡳ ᠰᠠᠮᠠᡩᡳ ᡳ ᠨᠣᠮᡠᠨ,Sanyan Su ilhai samadi i nomun,〈书〉法华三昧经。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᡧᡠᠩᡴᡝᡵᡳ ᠪᠠᡳᠪᡠᠯᠠ,Sanyan Sungkeri baibula,〈动〉白▲，江南人呼 Sanyan baibula （白练）为。,6,545,545b
ᡧᠠᠨᠶᠠᠨ ᡨᠠᠰᡥᠠ,Sanyan tasha,〈动〉▲。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᡨᠠᠰᡥᠠ ᡝᠨᡩᡠᡵᡳ,Sanyan tasha enduri,白虎，居年神内第三十三位，凶神名。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᡨᠠᠰᡥᠠ ᡥᠠᡶᡠ ᠪᡳᡨᡥᡝ,Sanyan tasha hafu bithe,〈书〉白虎通义。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᡨᠠᠰᡥᠠᠩᡤᠠ ᡴᡳᡵᡠ,Sanyan tashangga kiru,白虎旗，在白幅上绣有虎像的旗。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᡨᡝᠮᡤᡝᡨᡠᠩᡤᡝ ᡤᡠ,Sanyan temgetungge gu,白圭。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᡨᡝᡳᡧᡠᠨ,Sanyan teiSun,白铜。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᡩᠣᠰᡳᠮᠪᡳ,Sanyan dosimbi,入伏，进入伏天。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᡳᠰᡥᠠ,Sanyan isha,〈动〉白松鸦。,6,544,544c
ᡧᠠᠨᠶᠠᠨ ᡳᠵᠠ,Sanyan ija,〈动〉白瞎虻。,6,544,544c
ᡧᠠᠨᠶᠠᠨ ᡳᡥᠠᠨ,Sanyan ihan,〈动〉白牛。,6,544,544c
ᡧᠠᠨᠶᠠᠨ ᡴᠣᠩᡤᠣᠯᠣ,Sanyan konggolo,〈动〉玉铃，鹌鹑之一种。,6,545,545a
ᡧᠠᠨᠶᠠᠨ ᡴᡠᠸᡝᠴᡳᡥᡝ,Sanyan kuwecihe,〈动〉鹯鸽。,6,546,546a
ᡧᠠᠨᠶᠠᠨ ᡴᡳᠣᠩᡤᡠᡥᡝ,Sanyan kiongguhe,〈动〉白八哥。,6,545,545c
ᡧᠠᠨᠶᠠᠨ ᡶᠠᡥᠠ,Sanyan faha,白眼珠子。,6,546,546a
ᡧᠠᠨᠶᠠᠨ ᡶᠠᡨᡥᠠ,Sanyan fatha,〈动〉玉镫，鹌鹑之一种。,6,546,546a
ᡧᠠᠨᠶᠠᠨ ᡶᠠᡳᡨᠠᠨ,Sanyan faitan,〈动〉白眉，鹌鹑之一种。,6,546,546a
ᡧᠠᠨᠶᠠᠨ ᡶᡝᠩᡧᡠᠨ,Sanyan fengSun,白矾。,6,546,546a
ᡧᠠᠨᠶᠠᠨ ᡶᡠᠯᡥᠠ,Sanyan fulha,〈植〉白杨。,6,546,546a
ᡧᠠᠨᠶᠠᠨ ᡶᡠᠯᡥᠠ ᡴᠠᡵᡠᠨ,Sanyan fulha karun,〈地〉珊延富勒哈卡伦，隶呼兰城守尉。,6,546,546a
ᡧᠠᠨᠶᠠᠨ ᡶᡳᠶᠠᠰᡥᠠ ᠴᡝᠴᡳᡴᡝ,Sanyan fiyasha cecike,〈动〉白家雀。,6,546,546a
ᡧᠠᠨᠶᠠᠩᡤᠠ,Sanyangga,〔形〕白的，白色的。,6,546,546a
ᡧᠠᠨᠶᠠᠩᡤᠠ ᠴᡝᠴᡝ,Sanyangga cece,银条纱。,6,546,546a
ᡧᠠᠨᡨᡠ,Santu,〔名〕①（牲畜小腿后跟下的）截骨，后腿小骨。②白铜。,6,544,544b
ᡧᠠᠨᡨᡠ ᡤᡳᡵᠠᠩᡤᡳ,Santu giranggi,= Santu①。,6,544,544b
ᡧᠠᠨᡩᡠᠩ,Sandung,〔名〕山东。,6,544,544b
ᡧᠠᠨᡩᡠᠩ ᡤᠣᠯᠣᡳ ᠪᠣᠯᡤᠣᠪᡠᡵᡝ ᡶᡳᠶᡝᠨᡨᡝᠨ,Sandung goloi bolgobure fiyenten,〈衙〉山东清吏司，隶户部，掌核该省钱粮收支，兼管盐课、参课及八旗官兵养廉银两事；又刑部司名，掌核该省刑省刑名，收办兵部、兵科、山东道御史、太仆寺、东河总督等之文移。,6,544,544b
ᡧᠠᠨᡩᡠᠩ ᡤᠣᠯᠣᡳ ᡩᠣᠣᠯᡳ ᠶᠠᠮᡠᠨ,Sandung goloi dooli yamun,〈衙〉山东道，顺治元年设，隶部察院，掌核该省刑名，稽察刑部、太医院。,6,544,544b
ᡧᠠᠨᡩᡠᠩ ᡤᠣᠯᠣᡳ ᡴᡠᠩᡤᡝᡵᡳ,Sandung goloi kunggeri,〈衙〉山东科，隶吏部。,6,544,544b
ᡧᠠᠨᡩᡠᠩ ᡤᠣᠯᠣᡳ ᡶᠠᠯᡤᠠ,Sandung goloi falga,〈衙〉山东甲，隶吏部考功司。,6,544,544b
ᡧᠠᠨᡩᡠᠮᠪᡳ,Sandumbi,〔及、不及〕彼此相视，频频注视，相向注目，相窥视，相盼顾，东张西望。,6,544,544b
ᡧᠠᠨᡩᡠᠮᡝ ᠰᠣᠩᡤᠣᠮᠪᡳ,Sandume songgombi,相向而哭。,6,544,544b
ᡧᠠᠨᡳᠣ,Sanio,〔名〕〈动〉长右，异兽名。,6,543,543c
ᡧᠠᠨᡳᠣᡵᡳ ᡳᠯᡥᠠ,Saniori ilha,〈植〉鹅群花。,6,543,543c
ᡧᠠᠨᡳᠶᠠ,Saniya,〈名〉麻絮。,6,543,543c
ᡧᠠᠨᡳᠶᠠᠩᡤᠠ,Saniyangga,〔形〕有麻絮的。,6,543,543c
ᡧᠠᠨᡳᠶᠠᠩᡤᠠ ᠮᠠᡥᠠᡨᡠ,Saniyangga mahatu,麻冕。,6,544,544a
ᡧᠠᠨᡳᠶᠠᠩᡤᠠ ᡝᡨᡠᡴᡠ,Saniyangga etuku,麻衣。,6,544,544a
ᡧᠠᠨᡳᠶᠠᠮᠪᡳ,Saniyambi,〔不及〕破烂，破损，变成麻絮。,6,544,544a
ᡧᠠᠨᡳᠶᠠᠯᠠᠮᠪᡳ,Saniyalambi,〔不及〕变得破烂、破碎、稀烂。,6,544,544a
ᡧᠠᠨᡳᠶᠠᠯᠠᡥᠠ ᡝᡨᡠᡴᡠ ᡧᠠᠨᡳᠶᠠᠯᠠᡥᠠ ᠵᡳᠪᡝᡥᡠᠨ,Saniyalaha etuku Saniyalaha jibehun,复衣复衾，见《礼记》。,6,544,544a
ᡧᠠᠨᡳᠶᠠᡥᠠ ᡥᡠᠪᡨᡠ,Saniyaha hubtu,縕袍。,6,544,544a
ᡧᠠᠨᡳᡵᡳ ᡳᠯᡥᠠ,Saniri ilha,〈植〉白菱花。,6,544,544a
ᡧᠠᠨ ᡳ ᠠᠪᡩᠠᡥᠠ,San i abdaha,耳朵，又作 San i afaha。,6,543,543a
ᡧᠠᠨ ᡳ ᠣᡴᡨᠣ,San i okto,烘药，枪炮所用之药。,6,543,543a
ᡧᠠᠨ ᡳ ᠣᡴᡨᠣ ᡳ ᡴᡡᠸᠠᠴᠠ,San i okto i k@waca,烘药戎芦。,6,543,543a
ᡧᠠᠨ ᡳ ᠰᠠᠩᡤᠠ,San i sangga,= San i sen,6,543,543a
ᡧᠠᠨ ᡳ ᠰᡝᠨ,San i sen,①耳环眼。②（枪炮的）火门，又作 San i sangga，tuwai siren。,6,543,543a
ᡧᠠᠨ ᡳ ᠰᡠᡳᡥᡝ,San i suihe,耳垂，= hoho。,6,543,543a
ᡧᠠᠨ ᡳ ᠵᠠᡴᠠᡩᡝ ᡧᡠᡧᡠᠩᡤᡳᠶᠠᠮᡝ ᡤᡳᠰᡠᡵᡝᠮᠪᡳ,San i jakade SuSunggiyame gisurembi,附耳低语。,6,543,543a
ᡧᠠᠨ ᡳ ᡠᠩᡤᠠᠯᠠ,San i unggala,耳朵眼。,6,543,543a
ᡧᠠᠨ ᡳ ᡥᡝᡧᡝᠨ,San i heSen,耳轮。,6,543,543b
ᡧᠠᠨ ᡳ ᡩᠠ,San i da,耳根。,6,543,543a
ᡧᠠᠨ ᡳ ᡩᠠᠯᡳᡴᡡ,San i dalik@,充耳，耳套。,6,543,543a
ᡧᠠᠨ ᡳ ᡩᠣᠨᠵᡳᠨ,San i donjin,耳闻。,6,543,543a
ᡧᠠᠨ ᡳ ᡩᡝᠯᠪᡳ,San i delbi,耳背。,6,543,543a
ᡧᠠᠨ ᡳ ᡶᡝᡵᡝ,San i fere,耳底。,6,543,543b
ᡧᠠᠩ ᡤᡠᡵᡠᠨ ᡳ ᡥᡝᠴᡝᠨ ᡨᡝᡴᠰᡳᠨ ᡨᡝᡴᠰᡳᠨ,Sang gurun i hecen teksin teksin,商邑翼翼。,6,546,546a
ᡧᠠᠩ ᡤᡠᡵᡠᠨ ᡳ ᡨᡠᡴᡳᠶᡝᠴᡠᠨ,Sang gurun i tukiyecun,〈书〉商颂。,6,546,546a
ᡧᠠᠩ ᡤᡠᡵᡠᠨ ᡳ ᡴᠣᠣᠯᡳ ᡝᠶᡝᡦᡳ ᡝᠶᡝᡦᡳ,Sang gurun i kooli eyepi eyepi,商俗靡靡。,6,546,546a
ᡧᠠᠩ ᡴᠣᡵᠣ,Sang koro,= Sangnahan koro,6,546,546a
ᡧᠠᠩᠨᠠᠮᠪᡳ,Sangnambi,〔及〕赏，赏赐，奖赏，授奖。,6,546,546b
ᡧᠠᠩᠨᠠᠮᡝ ᠪᡠᡥᡝ ᡝᡨᡠᡴᡠ,Sangname buhe etuku,褒衣，指赏给的衣服。,6,546,546b
ᡧᠠᠩᠨᠠᠮᡝ ᡤᠣᠰᡳᠮᠪᡳ,Sangname gosimbi,赏恤。,6,546,546b
ᡧᠠᠩᠨᠠᠮᡝ ᡥᡳᠰᠠᠯᠠᠮᠪᡳ,Sangname hisalambi,赐奠。,6,546,546b
ᡧᠠᠩᠨᠠᡥᠠᠨ,Sangnahan,〔名〕赏赐，奖赏。,6,546,546b
ᡧᠠᠩᠨᠠᡥᠠᠨ ᠪᡝ ᠠᡴᡩᡠᠨ ᡝᡵᡠᠨ(ᡶᠠᡶᡠᠨ) ᠪᡝ ᡨᡝᠩ ᠰᡝᠮᡝ ᠣᠪᡠᠮᠪᡳ,Sangnahan be akdun erun(fafun) be teng seme obumbi,信赏必罚。,6,546,546b
ᡧᠠᠩᠨᠠᡥᠠᠨ ᠪᡝ ᠵᠠᠯᠠᠨ ᡥᠠᠯᠠᠮᡝ ᡳᠰᡳᠪᡠᠮᠪᡳ,Sangnahan be jalan halame isibumbi,赏延于世。,6,546,546b
ᡧᠠᠩᠨᠠᡥᠠᠨ ᠪᡠᡥᡝᠩᡤᡝ ᡠᠮᡝᠰᡳ ᡝᠯᡤᡳᠶᡝᠨ,Sangnahan buhengge umesi elgiyen,赏赉甚丰。,6,546,546b
