manchu_word,trans_word,desc_word,dic_id,image_file_name,image_file_page_no
ᠵᠠᠨᠴᡠᡥᡡᠨ ᠵᠣᡶᠣᡥᠣᡵᡳ,jancuh@n jofohori,桔柑，桔子。,6,830,830b
ᠵᠠᠨᠴᡠᡥᡡᠨ ᠶᠣᠣ,jancuh@n yoo,黄水疮。,6,830,830b
ᠵᠠᠨᠴᡠᡥᡡᠨ ᡠᠰᡳᡥᠠ,jancuh@n usiha,〈植〉栗子。,6,830,830b
ᠵᠠᠨᠴᡠᡥᡡᠨ ᡤᡳᠰᡠᠨ ᡳ ᡳᠴᡳ ᠠᠴᠠᠪᡠᠮᠪᡳ,jancuh@n gisun i ici acabumbi,甘语承迎。,6,830,830b
ᠵᠠᠨᠴᡠᡥᡡᠨ ᡥᡝᠩᡴᡝ,jancuh@n hengke,甜瓜。,6,830,830b
ᠵᠠᠨᠴᡠᡥᡡᠨ ᡧᡝᡵᡳ,jancuh@n Seri,甘泉。,6,830,830b
ᠵᠠᠨᠴᡠᡥᡡᠨᠵᡝ,jancuh@nje,〔名〕〈植〉甘蔗。,6,830,830b
ᠵᠠᠨᠴᡠᡥᡡᡵᡳ,jancuh@ri,〔形〕甘甜的。,6,830,830c
ᠵᠠᠨᠴᡠᡥᡡᡵᡳ ᠣᡵᡥᠣ,jancuh@ri orho,〈植〉苓，甘草。,6,830,830c
ᠵᠠᠨᠵᡠᡵᡳ,janjuri,〔名〕杨梅。,6,830,830c
ᠵᠠᠩ,jang,〔名〕章，清初部落名。〔量〕丈。,6,830,830c
ᠵᠠᠩ ᠵᡳᠩ,jang jing,嘤嘤，指鸟雀相寻声。,6,830,830c
ᠵᠠᠩᠯᠠᠮᠪᡳ,janglambi,〔及、不及〕杖责： tangg@ jang janglara jalin dehi moo tantambi 应杖一百，折四十板。,6,831,831a
ᠵᠠᠩᠯᠠᡵᠠ ᠴ᠋ᠶᠯᡝᡵᡝ,janglara c'ylere,笞杖。,6,831,831a
ᠵᠠᠩᠯᠠᡵᠠ ᠸᡝᡳᠯᡝ,janglara weile,杖罪。,6,831,831a
ᠵᠠᠩᠯᠠᡵᠠ ᠸᡝᡳᠯᡝ ᠯᠠᡴ ᠰᡝᠮᡝ ᠠᠴᠠᠨᠠᠮᠪᡳ,janglara weile lak seme acanambi,杖徒允宜。,6,831,831a
ᠵᠠᠩᠯᠠᡵᠠ ᠸᡝᡳᠯᡝ ᡨᡠᡥᡝᠪᡠᠮᠪᡳ,janglara weile tuhebumbi,拟杖，拟处以杖责之罪。,6,831,831a
ᠵᠠᠩᠯᠠᡶᡳ ᠨᠠᡴᠠᠪᡠᠮᠪᡳ,janglafi nakabumbi,杖革，杖责之后革退。,6,831,831a
ᠵᠠᠩᠯᠠᡶᡳ ᡳᠰᡝᠪᡠᡵᡝᠩᡤᡝ ᠯᠠᡴ ᠰᡝᠮᡝ ᠠᠴᠠᠨᠠᠮᠪᡳ,janglafi iseburengge lak seme acanambi,杖儆允宜。,6,831,831a
ᠵᠠᠩᠯᠠᡶᡳ ᡶᠠᠯᠠᠪᡠᡵᡝ ᠵᠠᠯᡳᠨ ᠸᡝᡳᠯᡝᠪᡠᠮᠪᡳ,janglafi falabure jalin weilebumbi,杖流准徒，清代规定，流罪可折杖，满流应折杖二百六十，但杖不得超过一百，所以其超过满杖部分准许加以徒刑，故称杖流准徒。,6,831,831a
ᠵᠠᠩᠴᠠ,jangca,〔名〕（喇嘛披的）斗篷，袈裟。,6,831,831a
ᠵᠠᠩᠴᠠ ᡥᠠᠯᠠᠮᠪᡳ,jangca halambi,圆寂，涅槃，即佛教用语，称僧尼、喇嘛等死亡： bancen erdeni mama erSere turgunde jangca halaha 班禅额尔德尼因天花圆寂。,6,831,831a
ᠵᠠᠩᠴᡳ,jangci,〔名〕毡褂，毡衣。,6,831,831a
ᠵᠠᠩᠵᡠ,jangju,〔名〕象棋。,6,831,831b
ᠵᠠᠩᠵᡠ ᠴᡝᡴᡝᠮᡠ,jangju cekemu,漳绒。,6,831,831b
ᠵᠠᠩᡤᠠ ᠮᠣᠣ,jangga moo,〈植〉樟木。,6,830,830c
ᠵᠠᠩᡤᠠᠯᠴᠠᠮᠪᡳ,janggalcambi,〔不及〕（马等）争向前行、跃跃欲试： duin akta janggalcambi 四牡有骄。,6,830,830c
ᠵᠠᠩᡤᠠᠯᡳᠪᡠᠮᠪᡳ,janggalibumbi,〔不及〕致于窘迫，被困厄，受困，受阻遏。,6,830,830c
ᠵᠠᠩᡤᠠᠯᡳᠮᠪᡳ,janggalimbi,〔不及〕窘迫，潦倒，进退两难，陷于窘境，困厄住。,6,830,830c
ᠵᠠᠩᡤᡝ,jangge,〔形〕容易的。,6,831,831b
ᠵᠠᠩᡤᡠᠴᡳ,jangguci,〔名〕獐，对苗民的一种蔑称。,6,831,831b
ᠵᠠᠩᡤᡡᠸᠠᠨ,jangg@wan,〔名〕酱菜，酱的各种茄瓜等小菜总名。,6,830,830c
ᠵᠠᠩᡤᡡᡨᠠᡳ,jangg@tai,〔名〕彰武台。,6,830,830c
ᠵᠠᠩᡤᡡᡨᠠᡳ ᡩᡠᡴᠠ 〈地〉彰武台边门，又作 ᠵᠠᠩᡤᡡᡨᠠᡳ ᠵᠠᠰᡝ ᡩᡠᡴᠠ,jangg@tai duka 〈地〉彰武台边门，又作 jangg@tai jase duka,柳条边名之一。,6,830,830c
ᠵᠠᠩᡤᡳᠨ,janggin,〔名〕〈官〉章京，指文武有责任执掌之有司官，天聪八年（一六三四年），改梅勒额真以下各官额真者为章京，甲喇额真为甲喇章京，牛录额真为牛录章京。,6,831,831b
ᠵᠠᠩᡤᡳᠨ ᠮᠣᠣ,janggin moo,▲，古君门中央所竖短木名，见《礼记》。,6,831,831b
ᠵᠠᠩᡤᡳᠨ ᡥᠠᡩᠠᡥᠠᠨ,janggin hadahan,（车轴的）销子。,6,831,831b
ᠵᠠᠩᡤᡳᠨ ᡧᡠᡶᠠᡨᡠ,janggin Sufatu,将巾，指文武官所戴巾名。,6,831,831b
ᠵᠠᠩᡤᡳᠨ ᡩᡝᠯᡳ,janggin deli,将军石，指门洞中间安放挡门之方石名。,6,831,831b
ᠵᠠᠩᡤᡳᠰᠠ,janggisa,〔名〕章京们，凡指郎中、员外郎、参领、佐领等有责任执掌之官员。,6,831,831b
ᠵᠠᠩᡤᡳᠶᠠ,janggiya,〔名〕章佳，清初部落名。,6,831,831b
ᠵᠠᠩᡯᡳ,jangdzi,〔名〕长子。,6,831,831b
ᠵᠠᠩᡴᡡ,jangk@,〔名〕偃月刀，长柄大刀。,6,830,830c
ᠵᠠᠩᡴᡡ ᠯᠠᠰᡳᡥᡳᠮᠪᡳ,jangk@ lasihimbi,舞刀，又作 jangk@ maksimbi。,6,830,830c
ᠵᠠᠩᡴᡳᡵᡳ ᠴᠣᡴᠣ,jangkiri coko,〈动〉▲渠，江南人谓 niyo coko （水鸡）曰▲渠。,6,831,831b
ᠵᠠᠪᠠᡵᡥᠠᠨ,jabarhan,〔名〕铁箍。,6,836,836c
ᠵᠠᠪᠰᡠᠨ,jabsun,〔数〕沟，一 jabsun 等于十 cakcin （壤）。十 jabsun 等于一 damdan （涧）。,6,837,837a
ᠵᠠᠪᠴᠠᠮᠪᡳ,jabcambi,〔及、不及〕①归咎，责备，指责，斥责，责怪： beyede forgoSofi beyebe jabcambi 返躬自责。②（蝇、蚁等）麇集、群集。,6,837,837c
ᠵᠠᠪᠴᠠᠮᡝ ᠸᠠᡴᠠᠯᠠᠮᠪᡳ,jabcame wakalambi,咎责。,6,837,837c
ᠵᠠᠪᠴᠠᠮᡝ ᡤᠠᠰᠠᠮᠪᡳ,jabcame gasambi,埋怨。,6,837,837c
ᠵᠠᠪᠴᠠᠴᡠᠨ,jabcacun,〔名〕①咎，尤，悔。②责备，指责，叱责，非难。,6,837,837c
ᠵᠠᠪᠴᠠᠴᡠᠨ ᠠᠯᡳᠶᠠᠴᡠᠨ ᡩᠠᠪᠠᡧᠠᡴᡡ ᡧᡠᠪᡠᡵᡳ,jabcacun aliyacun dabaSak@ Suburi,尤悔狂狷。,6,837,837c
ᠵᠠᠪᠴᠠᠴᡠᠨ ᡤᠠᠰᠠᠴᡠᠨ,jabcacun gasacun,嗟怨。,6,837,837c
ᠵᠠᠪᠴᠠᡵᠠ ᠠᠯᡳᠶᠠᡵᠠ ᡤᡡᠨᡳᠨ,jabcara aliyara g@nin,歉悔之心，歉疚心情。,6,837,837c
ᠵᠠᠪᠵᠠᠨ,jabjan,〔名〕〈动〉蟒。,6,837,837c
ᠵᠠᠪᡠᠨ,jabun,〔名〕①口供，供词，供状。②答案。,6,836,836c
ᠵᠠᠪᡠᠨ ᠠᡴᡩᡠᠯᠠᡵᠠ ᠪᡳᡨᡥᡝ,jabun akdulara bithe,借结。,6,836,836c
ᠵᠠᠪᡠᠨ ᠪᡝ ᡥᠠᠯᠠᡶᡳ ᡩᠠᠯᡩᠠᠮᡝ ᠠᠯᠠᠨᠠᠮᠪᡳ,jabun be halafi daldame alanambi,改供朦详。,6,836,836c
ᠵᠠᠪᡠᠨ ᡤᠠᡳᠮᠪᡳ,jabun gaimbi,录供，取供。,6,836,836c
ᠵᠠᠪᡠᠨ ᡤᠠᡳᠮᡝ ᠪᡝᡳᡩᡝᠮᠪᡳ,jabun gaime beidembi,审供，指审讯犯人以取供词。,6,836,836c
ᠵᠠᠪᡠᠨ ᡤᠠᡳᡶᡳ ᠸᡝᡳᠯᡝ ᡨᠣᡴᡨᠣᠪᡠᡥᠠ,jabun gaifi weile toktobuha,成招定案。,6,836,836c
ᠵᠠᠪᡠᠨ ᡤᠠᡳᡶᡳ ᠸᡝᡳᠯᡝᠩᡤᡝ ᠨᡳᠶᠠᠯᠮᠠ ᠪᡝ ᠪᡝᠨᡝᠪᡠᠮᠪᡳ,jabun gaifi weilengge niyalma be benebumbi,招解人犯。,6,836,836c
ᠵᠠᠪᡠᠨ ᡨᠠᠴᡳᠪᡠᠮᠪᡳ,jabun tacibumbi,串供。,6,836,836c
ᠵᠠᠪᡠᠨ ᡨᠠᠴᡳᠪᡠᡶᡳ ᠵᠠᡳᠯᠠᡨᠠᠮᡝ ᠠᠨᠠᡨᠠᠮᠪᡳ,jabun tacibufi jailatame anatambi,串供诿卸。,6,836,836c
ᠵᠠᠪᡠᠨ ᡨᠠᠴᡳᠪᡠᡶᡳ ᡥᠠᡶᡳᡵᠠᠮᡝ ᠵᠠᠪᡠᠪᡠᠮᠪᡳ,jabun tacibufi hafirame jabubumbi,串供逼诬。,6,836,836c
ᠵᠠᠪᡠᠨ ᡩᡝᠪᡴᡝᠮᠪᡳ,jabun debkembi,翻供。,6,837,837a
ᠵᠠᠪᡠᠨ ᡳ ᠴᡝᠰᡝ,jabun i cese,招册。,6,836,836c
ᠵᠠᠪᡠᠨ ᡳ ᡤᡳᠰᡠᠨ,jabun i gisun,供词。,6,836,836c
ᠵᠠᠪᡠᠮᠪᡳ,jabumbi,〔及、不及〕①对答，回话，答应。②供认，供述。,6,837,837a
ᠵᠠᠪᡠᠮᡝ ᠸᡝᠰᡳᠮᠪᡠᠮᠪᡳ,jabume wesimbumbi,回奏。,6,837,837a
ᠵᠠᠪᡠᠮᡝ ᡨᡠᠴᡳᠪᡠᠮᠪᡳ,jabume tucibumbi,供吐，供述。,6,837,837a
ᠵᠠᠪᡠᡥᠠ ᠵᠠᠪᡠᠨ ᡥᠠᠪᡧᠠᡵᠠ ᠪᡳᡨᡥᡝ,jabuha jabun habSara bithe,供状，指供词和状子。,6,837,837a
ᠵᠠᠪᡥᡡ,jabh@,〔名〕张，张月鹿，二十八宿之一，北方玄武七宿的第六宿。,6,837,837a
ᠵᠠᠪᡥᡡ ᡨᠣᡴᡩᠣᠩᡤᠣ ᡴᡳᡵᡠ,jabh@ tokdonggo kiru,张宿旗，幅上绣有张宿像的旗。,6,837,837a
ᠵᠠᠪᡧᠠᠨ,jabSan,〔名〕侥幸，幸运，运气。,6,837,837a
ᠵᠠᠪᡧᠠᠨ ᠪᠠᡳᠮᠪᡳ,jabSan baimbi,侥幸，讨便宜。,6,837,837a
ᠵᠠᠪᡧᠠᠨ ᡩᡝ,jabSan de,侥幸，多亏，幸亏。,6,837,837a
ᠵᠠᠪᡧᠠᠨ ᡩᡝ ᠪᠠᠨᠵᡳᡥᠠ,jabSan de banjiha,幸生。,6,837,837b
ᠵᠠᠪᡧᠠᠨ ᡩᡝ ᡝᠨᡩᡠᡵᡳᠩᡤᡝ ᠵᠠᠯᠠᠨ ᡩᡝ ᡨᡝᡳᠰᡠᠯᡝᡥᡝ,jabSan de enduringge jalan de teisulehe,躬逢圣世，幸逢圣世。,6,837,837a
ᠵᠠᠪᡧᠠᠨ ᡩᡝ ᡝᠨᡩᡠᡵᡳᠩᡤᡝ ᡝᠵᡝᠨ ᡳ ᡩᠠᡥᡡᠨ ᡩᠠᡥᡡᠨ ᡳ ᡨᠠᠴᡳᠪᡠᡥᠠ ᡨᠠᠴᡳᡥᡳᠶᠠᠨ ᠪᡝ ᠠᠯᡳᡥᠠ,jabSan de enduringge ejen i dah@n dah@n i tacibuha tacihiyan be aliha,幸蒙圣谕谆谆。,6,837,837a
ᠵᠠᠪᡧᠠᠨ ᡩᡝ ᡠᠴᠠᡵᠠᡥᠠ,jabSan de ucaraha,欣逢。,6,837,837a
ᠵᠠᠪᡧᠠᠨ ᡩᡝ ᡤᡝᠪᡠ ᠪᠠᡥᠠ,jabSan de gebu baha,侥幸成名。,6,837,837b
ᠵᠠᠪᡧᠠᠨ ᡩᡝ ᡤᡠᠸᡝᡥᡝ,jabSan de guwehe,幸免。,6,837,837b
ᠵᠠᠪᡧᠠᠨ ᡩᡝ ᡥᡝᠰᡝ ᠪᡝ ᡤᡳᡵᡠᠪᡠᡵᠠᡴᡡ,jabSan de hese be giruburak@,幸不辱命。,6,837,837b
ᠵᠠᠪᡧᠠᠮᠪᡳ,jabSambi,〔不及〕侥幸，得便宜，占便宜。,6,837,837b
ᠵᠠᠪᡧᠠᡥᠠ ᡠᡶᠠᡵᠠᡥᠠ ᠪᡝ ᠰᠠᡵᡴᡡ,jabSaha ufaraha be sark@,不知得失。,6,837,837b
ᠵᠠᠪᡧᠠᡴᡳ,jabSaki,〔形〕好不侥幸的，好不便宜的。,6,837,837b
ᠵᠠᠪᡧᠠᡴᡳ ᠪᠠᡥᠠ,jabSaki baha,得便宜。,6,837,837b
ᠵᠠᠪᡧᠠᡴᡳ ᠪᡝ ᠶᠠᠪᡠᠮᠪᡳ,jabSaki be yabumbi,侥幸，讨便宜，系旧清语， jabSan baime yabumbi 之意。,6,837,837b
ᠵᠠᠪᡧᠠᡴᡳ ᡠᡶᠠᡵᠠᡴᡳ,jabSaki ufaraki,= jabSara ufarara,6,837,837b
ᠵᠠᠪᡧᠠᡵᠠ ᡠᡶᠠᡵᠠᡵᠠ,jabSara ufarara,得失。,6,837,837b
ᠵᠠᠪᡧᠠᡵᠠ ᡠᡶᠠᡵᠠᡵᠠ ᠵᠣᠪᠣᡵᠣ ᡠᡵᡤᡠᠨᠵᡝᡵᡝ,jabSara ufarara joboro urgunjere,得失尤虞。,6,837,837b
ᠵᠠᠪᡧᠠᡵᠠ ᡠᡶᠠᡵᠠᡵᠠ ᡨᠣᡩᠣᠯᠣ,jabSara ufarara todolo,成败之谶，成败之兆。,6,837,837b
ᠵᠠᠪᡧᠠᡵᠠ ᡠᡶᠠᡵᠠᡵᠠ ᡩᡝ ᡠᠮᡝ ᠵᠣᠪᠣᡵᠣ,jabSara ufarara de ume joboro,得失勿忧。,6,837,837b
ᠵᠠᠪᡩᡠᠩᡤᠠᠯᠠ,jabdunggala,〔副动〕来不及，措手不及。,6,837,837b
ᠵᠠᠪᡩᡠᠮᠪᡳ,jabdumbi,〔不及〕来得及，赶得及，赶趟： aliyaha seme jabdurak@ 悔之莫及； ilihai andande belheme jabduha 立时之间预备妥当。,6,837,837c
ᠵᠠᠪᡩᡠᡤᠠᠨ,jabdugan,〔名〕余暇，闲空。,6,837,837b
ᠵᠠᠪᡩᡠᡥᠠᠩᡤᠠ,jabduhangga,〔形〕有暇的，从容的，赶得上的。,6,837,837c
ᠵᠠᠪᡩᡠᡥᠠᡳ ᡨᡝᡳᠯᡝ,jabduhai teile,有暇，得空，抽空，系旧清语， Solo be tuwame 之意。,6,837,837c
ᠵᠠᠪᡩᡠᡥᡡᠨ,jabduh@n,〔形〕有余暇的，有空闲的。,6,837,837c
ᠵᠠᠪᡴᡡ,jabk@,〔名〕小箭筒。,6,837,837a
ᠵᠠᠮᠠᠨ,jaman,〔名〕吵嚷，吵闹，争吵。,6,845,845b
ᠵᠠᠮᠠᡵᠠᠨᡠᠮᠪᡳ,jamaranumbi,〔不及〕① jamarambi 的互动态。②吵嚷，吵闹，喧嚣，吵架，争吵。,6,845,845b
ᠵᠠᠮᠠᡵᠠᠨᡩᡠᠮᠪᡳ,jamarandumbi,〔不及〕= jamaranumbi。,6,845,845b
ᠵᠠᠮᠠᡵᠠᠮᠪᡳ,jamarambi,〔不及〕吵，吵嚷，吵闹，吵嘴，拌嘴，吵架，争执。,6,845,845b
ᠵᠠᠮᠠᡵᠠᠮᡝ ᠪᡝᠴᡠᠨᡠᠮᠪᡳ,jamarame becunumbi,口角，争吵。,6,845,845b
ᠵᠠᠮᠠᡵᠠᠮᡝ ᡩᠠᡳᡧᠠᠮᠪᡳ,jamarame daiSambi,嚷闹，吵闹。,6,845,845b
ᠵᠠᠮᠠᡵᠠᠮᡝ ᡩᠠᡳᡧᠠᠮᡝ ᠣᡵᠣᠯᠣᠮᡝ ᡴᡡᡨᡥᡡᠮᠪᡳ,jamarame daiSame orolome k@th@mbi,喧闹冒混。,6,845,845b
ᠵᠠᠮᠠᡵᠠᡥᠠ ᠠᠵᡳᡤᡝ ᡴᠣᡵᠰᠣᠴᡠᠨ,jamaraha ajige korsocun,睚眦小忿，指彼此间只因小事而起的怨恨。,6,845,845b
ᠵᠠᠮᠠᡵᡧᠠᠮᠪᡳ,jamarSambi,〔不及〕吵吵嚷嚷，吵吵闹闹，喧嚣。,6,845,845b
ᠵᠠᠮᠪᡳ,jambi,〔不及〕（巫师等替病人送纸时）吟哦祝赞、祈祷、祷告。,6,845,845c
ᠵᠠᠮᡠ,jamu,〔形〕桃红色的。〔名〕〈植〉刺玫。,6,845,845c
ᠵᠠᠮᡠ ᡳᠯᡥᠠ,jamu ilha,〈植〉刺玫花。,6,845,845c
ᠵᠠᠮᡠᡥᠠᡵᡳ ᡳᠯᡥᠠ,jamuhari ilha,〈植〉缫丝花，此花干有刺，叶似玫瑰叶，花色微紫，无香。,6,845,845c
ᠵᠠᠮᡠᡵᡳ,jamuri,〔数〕阿僧祗，一 jamuri 等于十 ganggi （恒河沙），十 jamuri 等于一 samuri （那由他）。〔名〕〈植〉蔷薇。,6,845,845c
ᠵᠠᠮᡠᡵᡳ ᠣᡵᡥᠣ,jamuri orho,〈植〉紫草，此草色紫，可染红用。,6,845,845c
ᠵᠠᠮᡠᡵᡳ ᡳᠯᡥᠠ,jamuri ilha,〈植〉蔷薇花。,6,845,845c
ᠵᠠᠮᡦᠠᠨ,jampan,〔名〕帐长，蚊帐，帐幔，帷幔。,6,845,845c
ᠵᠠᠮᡦᠠᠨ ᡥᡳᡩᠠ ᠪᡝ ᡩᠠᠰᠠᡨᠠᡵᠠᡴᡡ,jampan hida be dasatarak@,帷幕不修。,6,846,846a
ᠵᠠᠮᡦᠠᠨ ᡨᡠᡥᡝᠪᡠᠮᠪᡳ,jampan tuhebumbi,下帷。,6,845,845c
ᠵᠠᠮᡦᠠᠩᡤᠠ ᠴᡝᠴᡝ,jampangga cece,帐纱，作帐幔等用的纱。,6,846,846a
ᠵᠠᠮᡩᠠᠨ ᡥᡳᠶᠠᠨ ᡳ ᠪᡝᠶᡝ ᡳ ᠨᠣᠮᡠᠨ,jamdan hiyan i beye i nomun,〈书〉栴檀香身经。,6,846,846a
ᠵᠠᠮᡩᠠᠨ ᡥᡳᠶᠠᠨ ᡳ ᠮᠣᠣ,jamdan hiyan i moo,〈植〉栴檀香木。,6,846,846a
ᠵᠠᠮᡳᡥᡡᡩᡠᡴ,jamih@duk,〔名〕〈地〉扎密胡都克，蒙古名，又作扎穆呼都克、扎米虎都克，位于呼伦贝尔城西南，布雨尔湖西。,6,845,845c
ᠵᠠᠮᡳᡥᡡᡩᡠᡴ ᡴᠠᡵᡠᠨ,jamih@duk karun,〈地〉扎密胡都克卡伦，在穆敦哈萨图北，卡伦东临鄂尔逊河，隶呼伦贝尔副都统。,6,845,845c
ᠵᠠᠯᠠ,jala,〔名〕①媒人，媒妁，月下老人。②（一堵墙两堵墙的）堵。,6,839,839b
ᠵᠠᠯᠠ ᠨᡳᠶᠠᠯᠮᠠᡳ ᡥᡝᠵᡝᡵᡝ ᠠᠵᠠᠪᡠᡵᡝ ᡤᡳᠰᡠᠨ,jala niyalmai hejere ajabure gisun,媒妁之言。,6,839,839b
ᠵᠠᠯᠠ ᠰᡳᡩᡝᠨ,jala siden,媒妁。,6,839,839b
ᠵᠠᠯᠠ ᡠᡵᠰᡝ ᠠᠴᠠᠪᡠᠮᡝ ᡤᡳᠰᡠᡵᡝᡶᡳ ᠵᡳᠩᡴᡳᠨᡳ ᠰᠠᡵᡤᠠᠨ ᠣᠪᡠᠮᡝ ᡤᠠᡳᠮᠪᡳ,jala urse acabume gisurefi jingkini sargan obume gaimbi,明媒正娶。,6,839,839b
ᠵᠠᠯᠠ ᡥᡝᡥᡝ,jala hehe,媒婆。,6,839,839b
ᠵᠠᠯᠠ ᡨᠠᡴᡡᡵᡧᠠᠮᡝ ᡤᡳᠰᡠᡵᡝᠮᠪᡳ,jala tak@rSame gisurembi,差人说事，系旧清语，有行媒之意。,6,839,839b
ᠵᠠᠯᠠᠨ,jalan,〔名〕①时，时候，时代。②代，世代，世纪。③辈，辈分，辈数。④关节，骨节。⑤（植物的）节，⑥音节。⑦队伍，行伍。⑧甲喇，最初编置八旗制时，编五牛录为一甲喇，五甲喇为一固山，每固山下各甲喇排列顺序各不相同，以《五体清文鉴》为例，其顺序如下： fere jalan 头甲喇， jebele meiren 二甲喇， jebele dube 三甲喇， dash@wan meiren 四甲喇， dash@wan dube 五甲喇。,6,839,839b
ᠵᠠᠯᠠᠨ ᠪᡝ ᠠᡳᡨᡠᠪᡠᡵᡝ ᠰᠠᡳᠨ ᠠᡵᡤᠠ,jalan be aitubure sain arga,救世良策。,6,840,840c
ᠵᠠᠯᠠᠨ ᠪᡝ ᡝᠨᡨᡝᡥᡝᠮᡝ ᠣᠪᡠᡵᡝ ᠪᡝ ᠮᡠᡨᡝᠪᡠᠮᠪᡳ,jalan be enteheme obure be mutebumbi,惟克永世。,6,840,840c
ᠵᠠᠯᠠᠨ ᠪᡝ ᡝᠯᠪᡳᡥᡝ ᡥᠠᡥᠠ,jalan be elbihe haha,盖世男儿。,6,840,840c
ᠵᠠᠯᠠᠨ ᠪᡝ ᡝᡳᡨᡝᡵᡝᠮᠪᡳ,jalan be eiterembi,欺世。,6,840,840c
ᠵᠠᠯᠠᠨ ᠪᡝ ᡝᡳᡨᡝᡵᡝᠮᡝ ᡨᠠᠴᡳᠨ ᠪᡝ ᡶᡠᡩᠠᡵᠠᠮᠪᡳ,jalan be eitereme tacin be fudarambi,诡世戾俗。,6,840,840c
ᠵᠠᠯᠠᠨ ᠪᡝ ᡥᠣᠯᡨᠣᠮᡝ ᡤᡝᠪᡠ ᠪᡝ ᡥᡡᠯᡥᠠᠮᠪᡳ,jalan be holtome gebu be h@lhambi,欺世盗名。,6,840,840c
ᠵᠠᠯᠠᠨ ᠪᡝ ᡥᡡᠯᡳᠮᠪᡠᠮᡝ ᡳᡵᡤᡝᠨ ᠪᡝ ᡝᡳᡨᡝᡵᡝᠮᠪᡳ,jalan be h@limbume irgen be eiterembi,惑世诬民。,6,840,840c
ᠵᠠᠯᠠᠨ ᠪᡝ ᡩᠠᠰᠠᠮᡝ ᠵᠠᡴᠠ ᠪᡝ ᡨᠣᡴᡨᠣᠪᡠᠮᠪᡳ,jalan be dasame jaka be toktobumbi,经世宰物。,6,840,840c
ᠵᠠᠯᠠᠨ ᠪᡝ ᡩᠠᠰᠠᠮᡝ ᡳᡵᡤᡝᠨ ᠪᡝ ᠸᡝᠮᠪᡠᠮᠪᡳ,jalan be dasame irgen be wembumbi,治事化民。,6,840,840c
ᠵᠠᠯᠠᠨ ᠪᡝ ᡩᠣᠣᠪᡠᡵᡝ ᠨᠣᠮᡠᠨ,jalan be doobure nomun,〈书〉度世品经。,6,841,841a
ᠵᠠᠯᠠᠨ ᠪᡝ ᡴᠠᡩᠠᠯᠠᠮᡝ ᠵᠠᡴᠠ ᠪᡝ ᡩᠠᠰᠠᠮᠪᡳ,jalan be kadalame jaka be dasambi,宰世御物。,6,840,840c
