manchu_word,trans_word,desc_word,dic_id,image_file_name,image_file_page_no
ᡨᠠᠨᡨᠠᡶᡳ ᠪᠠᡳᡨᠠ ᠸᠠᠴᡳᡥᡳᠶᠠᠮᠪᡳ,tantafi baita wacihiyambi,发落完案。,6,575,575b
ᡨᠠᠨᡨᠠᡶᡳ ᡤᡳᠨᡩᠠᠨᠠ ᡩᡝ ᡥᠣᡵᡳᡥᠠ,tantafi gindana de horiha,责禁。,6,575,575b
ᡨᠠᠨᡨᡠ,tantu,〔名〕（步犁的）蹚头。,6,575,575b
ᡨᠠᠨᡩᠠᠮᠪᡳ,tandambi,= tantambi,6,575,575c
ᡨᠠᠨᡳ,tani,〔量〕圭，六十四黍为一圭。,6,575,575a
ᡨᠠᠨᡳᠶᠠᡵᡨᡠ,taniyartu,〔名〕〈动〉威夷，野兽名。,6,575,575a
ᡨᠠᠩ ᠰᡝᠮᡝ,tang seme,①坚硬。②说话流利不打蹬，熟练。,6,575,575c
ᡨᠠᠩ ᠰᡝᠮᡝ ᡤᡝᠴᡝᠮᠪᡳ,tang seme gecembi,冻结坚硬。,6,575,575c
ᡨᠠᠩ ᠰᡝᠮᡝ ᡤᡳᠰᡠᡵᡝᠮᠪᡳ,tang seme gisurembi,侃侃而谈。,6,575,575c
ᡨᠠᠩ ᡤᡠᡵᡠᠨ ᡳᠣᡳ ᡤᡠᡵᡠᠨ ᡳ ᡶᠣᡵᡤᠣᠨ ᡳ ᠸᡝᠰᡳᡥᡠᠨ ᡩᡝ ᡩᡠᡳᠪᡠᠯᡝᠴᡳ ᠣᠮᠪᡳ,tang gurun ioi gurun i forgon i wesihun de duibuleci ombi,媲美唐虞。,6,576,576a
ᡨᠠᠩ ᡤᡠᡵᡠᠨ ᡳ ᡠᡥᡝᡳ ᠣᠶᠣᠩᡤᠣᠨ,tang gurun i uhei oyonggon,〈书〉唐会要。,6,576,576a
ᡨᠠᠩ ᡥᠠᠨ ᡳ ᠣᠪᠣᡴᡡ ᡳ ᡶᠣᠯᠣᠨ,tang han i obok@ i folon,汤之盘铭，见《大学》。,6,575,575c
ᡨᠠᠩ ᡥᠠᠨ ᡳ ᡠᠯᡥᡳᠪᡠᠨ ᡳ ᡶᡳᠶᡝᠯᡝᠨ,tang han i ulhibun i fiyelen,汤诰《书经》篇名。,6,575,575c
ᡨᠠᠩ ᡥᠠᠨ ᡳ ᡶᠠᡶᡠᠰᡥᡡᠨ ᡳ ᡶᡳᠶᡝᠯᡝᠨ,tang han i fafush@n i fiyelen,汤誓《书经》篇名。,6,575,575c
ᡨᠠᠩ ᡨᠠᠩ,tang tang,①铛铛（撞钟声）。②镗镗（锣声）。,6,575,575c
ᡨᠠᠩ ᡨᡳᠩ,tang ting,丁当，当丁（打铁、伐木声）。,6,576,576a
ᡨᠠᠩᠰᡝ,tangse,〔名〕堂子，东长安门外的祀神处，盛京亦有。,6,577,577b
ᡨᠠᠩᠰᡠ,tangsu,〔形〕娇的，爱抚的，疼爱的，钟爱的，亲昵的，宠爱的，爱怜的。,6,577,577c
ᡨᠠᠩᠰᡠ ᠰᠠᡵᡤᠠᠨ ᡥᠣᠵᠣ ᡤᡠᠸᡝᠯᡝᡴᡠ,tangsu sargan hojo guweleku,娇妻爱妾。,6,577,577c
ᡨᠠᠩᠰᡠᠯᠠᠮᠪᡳ,tangsulambi,"〔及〕娇养，溺爱，宠爱，钟爱，钟爱： ah@n deo isaci, h@waliyasun sebjen bime tangsulambi 兄弟既聚，和乐且忱。",6,577,577c
ᡨᠠᠩᠰᡠᠯᠠᠮᡝ ᡠᠵᡳᠮᠪᡳ,tangsulame ujimbi,娇养。,6,577,577c
ᡨᠠᠩᠰᡠᠯᠠᠮᡝ ᡤᠣᠰᡳᠮᠪᡳ,tangsulame gosimbi,钟爱。,6,577,577c
ᡨᠠᠩᠰᡳᠮᠪᡳ,tangsimbi,〔及、不及〕①连击，频频敲打，嗒嗒作响。②流利，口齿伶俐，熟练，对答如流，滔滔不绝。,6,577,577b
ᡨᠠᠩᠰᡳᡴᠠ,tangsika,〔名〕〈动〉酋耳，野兽名。,6,577,577b
ᡨᠠᠩᠸᠠᠨ ᠠᠯᡳᠨ,tangwan alin,〈地〉唐望山，参见 pingpi alin。,6,578,578b
ᡨᠠᠩᡤᠠᠮᠪᡳ,tanggambi,〔不及〕铺筋，在弓的软处铺筋。,6,576,576a
ᡨᠠᠩᡤᡡ,tangg@,〔数〕百。,6,576,576a
ᡨᠠᠩᡤᡡ ᠠᠨᡳᠶᠠ ᡠᡥᡝᡳ ᠪᠠᠨᠵᡳᠮᠪᡳ,tangg@ aniya uhei banjimbi,百年相处。,6,576,576a
ᡨᠠᠩᡤᡡ ᠠᠩᡤᠠ ᠪᡳᡥᡝ ᠰᡝᠮᡝ ᠠᡳ ᠵᠠᠪᡠᡵᡝ ᠪᠠᠪᡳ,tangg@ angga bihe seme ai jabure babi,百口奚辞。,6,576,576a
ᡨᠠᠩᡤᡡ ᠠᠩᡤᠠ ᠪᡳᡥᡝ ᠰᡝᠮᡝ ᠰᡠᠮᡝ ᠮᡠᡨᡝᡵᠠᡴᡡ,tangg@ angga bihe seme sume muterak@,百啄不能自解。,6,576,576a
ᡨᠠᠩᡤᡡ ᠨᠠᠰᡥᡡᠨ ᡝᡵᡳᠯᡝᠮᡝ ᡨᡝᡴᠰᡳᠯᡝᡥᡝ,tangg@ nash@n erileme teksilehe,百揆时叙。,6,576,576b
ᡨᠠᠩᡤᡡ ᠪᠠᠯᡳᠩ ᠰᡳᠨᡩᠠᡵᠠ ᡴᠣᠣᠯᡳ,tangg@ baling sindara kooli,〈书〉水供经。,6,576,576c
ᡨᠠᠩᡤᡡ ᠪᡝᡨᡥᡝ ᡠᠮᡳᠶᠠᡥᠠ,tangg@ bethe umiyaha,〈动〉百足虫。,6,576,576c
ᡨᠠᠩᡤᡡ ᠪᡝᡳᠰᡝ ᡩᡝ ᡩᡠᡵᡠᠨ ᡨᡠᠸᠠᡴᡡ ᠣᠴᡳ ᠣᠮᠪᡳ,tangg@ beise de durun tuwak@ oci ombi,仪刑（型）百辟。,6,576,576c
ᡨᠠᠩᡤᡡ ᠮᡠᠵᡳᠨ ᠪᡝ ᡤᡝᠩᡤᡳᠶᡝᠨ ᠣᠪᡠᠮᠪᡳ,tangg@ mujin be genggiyen obumbi,百志惟熙。,6,577,577a
ᡨᠠᠩᡤᡡ ᠰᡝ ᠣᡥᠣ ᠨᡳᠶᠠᠯᠮᠠ ᠪᡝ ᡠᡥᡝᡳ ᡨᡠᠴᡳᠪᡠᠮᡝ ᠸᡝᠰᡳᠮᠪᡠᡶᡳ ᡳᠯᡝᡨᡠᠯᡝᠮᡝ ᡨᡝᠮᡤᡝᡨᡠᠯᡝᡶᡳ ᡝᠨᡩᡠᡵᡳᠩᡤᡝ ᡝᠵᡝᠨ ᡳ ᡤᠣᠰᡳᠨ ᠪᡝ ᠪᠠᡩᠠᡵᠠᠮᠪᡠᡵᡝ ᠪᡝ ᠪᠠᡳᡵᡝ ᠵᠠᠯᡳᠨ,tangg@ se oho niyalma be uhei tucibume wesimbufi iletuleme temgetulefi enduringge ejen i gosin be badarambure be baire jalin,为恭举百龄请题旌，以广皇仁事。,6,576,576c
ᡨᠠᠩᡤᡡ ᠰᡝ ᡨᡠᠯᡳᡴᡝᠪᡳ,tangg@ se tulikebi,寿登百龄。,6,576,576c
ᡨᠠᠩᡤᡡ ᠰᡝᠵᡝᠩᡤᡝ ᠪᠣᠣ,tangg@ sejengge boo,百乘之家。,6,576,576c
ᡨᠠᠩᡤᡡ ᠵᠠᠩ ᠵᠠᠩᠯᠠᠮᠪᡳ,tangg@ jang janglambi,满杖，杖为清代五刑之一，最高杖一百，故称满杖。,6,577,577a
ᡨᠠᠩᡤᡡ ᠵᠠᠯᠠᠨ ᠣᡨᠣᠯᠣ ᡥᠠᠯᠠᠴᡳ ᠣᠵᠣᡵᠠᡴᡡ,tangg@ jalan otolo halaci ojorak@,百世不易。,6,577,577a
ᡨᠠᠩᡤᡡ ᠵᡝᡵᡤᡳ ᠠᡶᠠᡥᠠ ᠰᡝᠮᡝ ᡨᡠᡴᠰᡳᠴᡠᡴᡝ ᠠᡴᡡ,tangg@ jergi afaha seme tuksicuke ak@,百战不殆。,6,577,577a
ᡨᠠᠩᡤᡡ ᠵᡝᡵᡤᡳ ᠪᡠᡴᡩᠠᡥᠠ ᠰᡝᠮᡝ ᡤᠠᡳᠪᡠᡧᠠᡵᠠᡴᡡ,tangg@ jergi bukdaha seme gaibuSarak@,百折不挠。,6,577,577a
ᡨᠠᠩᡤᡡ ᡝᠨᡩᡠᡵᡳ ᠪᡝ ᡳᠵᡳᠰᡥᡡᠨ ᡳ ᡠᡳᠯᡝᠮᠪᡳ,tangg@ enduri be ijish@n i uilembi,怀柔百神。,6,576,576a
ᡨᠠᠩᡤᡡ ᡤᡳᠩ,tangg@ ging,亮钟，天亮时打的钟声，= 旧 gerendere ging。,6,577,577a
ᡨᠠᠩᡤᡡ ᡤᡳᠩ ᡶᠣᡵᡳᠮᠪᡳ,tangg@ ging forimbi,定更。,6,577,577a
ᡨᠠᠩᡤᡡ ᡥᠠᠯᠠᡳ ᡳᡵᡤᡝᠨ ᠪᡝ ᡤᡝᠵᡠᡵᡝᠮᠪᡳ,tangg@ halai irgen be gejurembi,牟侵百姓。,6,576,576b
ᡨᠠᠩᡤᡡ ᡥᠠᠯᠠᡳ ᡳᡵᡤᡝᠨ ᠮᠠᠮᡤᡳᠶᠠᠪᡠᠮᡝ ᠮᠣᡥᠣᡥᠣᠪᡳ,tangg@ halai irgen mamgiyabume mohohobi,百姓靡弊。,6,576,576b
ᡨᠠᠩᡤᡡ ᡥᠠᠯᠠᡳ ᡳᡵᡤᡝᠨ ᡤᡝᡨᡠᡴᡝᠨ ᡤᡝᠩᡤᡳᠶᡝᠨ ᠣᡥᠣ,tangg@ halai irgen getuken genggiyen oho,百姓昭明。,6,576,576b
ᡨᠠᠩᡤᡡ ᡥᠠᠴᡳᠨ ᡳ ᠪᡠᡴᡩᠠᡥᠠ ᠰᡝᠮᡝ ᡤᡡᠨᡳᠨ ᡥᠠᠯᠠᡵᠠᡴᡡ,tangg@ hacin i bukdaha seme g@nin halarak@,百折不回。,6,576,576b
ᡨᠠᠩᡤᡡ ᡥᠠᠴᡳᠨ ᡳ ᡤᠣᠰᡳᡥᠣᠨ ᠪᡝ ᠠᠯᡳᠮᠪᡳ,tangg@ hacin i gosihon be alimbi,百苦备尝。,6,576,576b
ᡨᠠᠩᡤᡡ ᡥᠠᠴᡳᠨ ᡳ ᡶᠠᠴᡳᡥᡳᠶᠠᡧᠠᠮᡝ ᠪᠣᡩᠣᠮᠪᡳ,tangg@ hacin i facihiyaSame bodombi,百计营谋。,6,576,576b
ᡨᠠᠩᡤᡡ ᡥᠠᡥᠠ ᡳ ᡩᠠ,tangg@ haha i da,百夫长，见《书经》。,6,576,576b
ᡨᠠᠩᡤᡡ ᡥᠠᡶᠠᠰᠠ ᠪᡝ ᠠᡴᡩᡠᠨ ᡳ ᡩᠠᠰᠠᠮᠪᡳ,tangg@ hafasa be akdun i dasambi,允整百工。,6,576,576b
ᡨᠠᠩᡤᡡ ᡥᠠᡶᠠᠰᠠ ᠪᡝ ᡝᡨᡝᠩᡤᡳᠯᡝᠮᡝ ᡤᡳᡩᠠᡧᠠᠮᠪᡳ,tangg@ hafasa be etenggileme gidaSambi,凌轹百僚。,6,576,576b
ᡨᠠᠩᡤᡡ ᡥᠠᡶᠠᠰᠠ ᠪᡝ ᡤᡳᡩᠠᡧᠠᠮᡝ ᠮᠣᠨᠵᡳᡵᡧᠠᠮᠪᡳ,tangg@ hafasa be gidaSame monjirSambi,= tangg@ hafasa be etenggileme gidaSambi,6,576,576b
ᡨᠠᠩᡤᡡ ᡥᠠᡶᠠᠰᠠ ᡩᡠᡵᡠᠨ ᠪᡝ ᡩᠠᡥᠠᠮᠪᡳ,tangg@ hafasa durun be dahambi,百官承式。,6,576,576b
ᡨᠠᠩᡤᡡ ᡥᡡᡨᡠᡵᡳᠩᡤᠠ ᠯᠠᡴᠰᠠᠨ ᡳ ᠨᠣᠮᡠᠨ,tangg@ h@turingga laksan i nomun,〈书〉百福相经。,6,576,576c
ᡨᠠᠩᡤᡡ ᡧᡠᠸᠠᡵᡴᡳᠶᠠᠨ ᡧᡠᠸᠠᡵᡴᡳᠶᠠᠯᠠᠮᠪᡳ,tangg@ Suwarkiyan Suwarkiyalambi,= tangg@ jang janglambi,6,576,576c
ᡨᠠᠩᡤᡡ ᡧᡠᠸᠠᡵᡴᡳᠶᠠᠨ ᡨᠠᠨᡨᠠᠮᠪᡳ,tangg@ Suwarkiyan tantambi,= tangg@ jang janglambi,6,576,576c
ᡨᠠᠩᡤᡡ ᡧᡠᠸᠠᡵᡴᡳᠶᠠᠨ ᡨᠠᠨᡨᠠᡵᠠ ᠪᠠᠪᡝ ᠪᡠᡴᡩᠠᠪᡠᡶᡳ ᡩᡝᡥᡳ ᡠᠨᡩᡝᡥᡝᠨ ᡠᠨᡩᡝᡥᡝᠯᡝᠮᠪᡳ,tangg@ Suwarkiyan tantara babe bukdabufi dehi undehen undehelembi,应杖一百折四十板，又作 tangg@ jang janglara jalin dehi moo tantambi。,6,576,576c
ᡨᠠᠩᡤᡡ ᡧᡠᠸᠠᡵᡴᡳᠶᠠᠨ ᡨᠠᠨᡨᠠᡶᡳ ᡳᠯᠠᠨ ᠮᡳᠩᡤᠠᠨ ᠪᠠᡩᡝ ᡶᠠᠯᠠᠪᡠᠮᠪᡳ,tangg@ Suwarkiyan tantafi ilan minggan bade falabumbi,杖一百流三千里。,6,576,576c
ᡨᠠᠩᡤᡡ ᡨᡠᠮᡝᠨ ᠶᠠᠨ ᠨᠠᠮᡠᠨ ᡳ ᠮᡝᠩᡤᡠᠨ,tangg@ tumen yan namun i menggun,帑金百万。,6,577,577a
ᡨᠠᠩᡤᡡ ᡩᡝ ᡝᠮᡴᡝ ᠪᠠᠨᠵᡳᠮᠪᡳ,tangg@ de emke banjimbi,百死一生。,6,577,577a
ᡨᠠᠩᡤᡡ ᡴᡝᠮᡠᠨ ᡩᡝ ᡳᠴᡝ ᡶᠣᡵᠣᠮᠪᡳ,tangg@ kemun de ice forombi,百度维新。,6,577,577a
ᡨᠠᠩᡤᡡ ᡶᠠᡴᠰᡳᠰᠠ,tangg@ faksisa,百工。,6,577,577a
ᡨᠠᠩᡤᡡᠩᡤᡝᡵᡳ,tangg@nggeri,〔数〕百次（回、下……）。,6,577,577a
ᡨᠠᠩᡤᡡᠩᡤᡝᡵᡳ ᠠᡶᠠᠴᡳ ᡨᠠᠩᡤᡡᠩᡤᡝᡵᡳ ᡝᡨᡝᠮᠪᡳ,tangg@nggeri afaci tangg@nggeri etembi,百战百胜。,6,577,577a
ᡨᠠᠩᡤᡡᠩᡤᡝᡵᡳ ᠪᡠᡴᡩᠠᡧᠠᡥᠠ ᠰᡝᠮᡝ ᠪᡝᡩᡝᡵᠴᡝᡵᠠᡴᡡ,tangg@nggeri bukdaSaha seme bedercerak@,百折不回。,6,577,577b
ᡨᠠᠩᡤᡡᠯᡳ,tangg@li,〔名〕①明间。②堂屋，正房。③账房。,6,577,577b
ᡨᠠᠩᡤᡡᠯᡳ ᠪᠣᠣ,tangg@li boo,堂屋，正房。,6,577,577b
ᡨᠠᠩᡤᡡᠴᡳ,tangg@ci,〔数〕第一百。,6,577,577b
ᡨᠠᠩᡤᡡᡥᠠ,tangg@ha,〔名〕〈动〉寒鸦。,6,577,577b
ᡨᠠᠩᡤᡡᡨ,tangg@t,〔名〕唐古特。,6,577,577b
ᡨᠠᠩᡤᡡᡨ ᡤᡳᠰᡠᠨ,tangg@t gisun,西番语，藏语。,6,577,577b
ᡨᠠᠩᡤᡡᡨ ᡥᡝᡵᡤᡝᠨ,tangg@t hergen,梵文，西番文，藏文。,6,577,577b
ᡨᠠᠩᡤᡡᡨ ᡥᡝᡵᡤᡝᠨᡝᡥᡝ ᠰᡠᠵᡝ,tangg@t hergenehe suje,西番字缎。,6,577,577b
ᡨᠠᠩᡤᡡᡨ ᡨᠠᠴᡳᡴᡡ,tangg@t tacik@,唐古特学，顺治十四年设，为教习唐古特文字（藏文），并负责翻译藏文章奏文稿处所。,6,577,577b
ᡨᠠᠩᡤᡡᡨᡝ,tangg@te,〔数〕每一百，各一百。,6,577,577b
ᡨᠠᠩᡤᡡᡩᠠ,tangg@da,〔名〕百户。,6,577,577b
ᡨᠠᠩᡤᡡᡵᡳ ᡳᠯᡥᠠ,tangg@ri ilha,〈植〉百日红花。,6,577,577b
ᡨᠠᠩᡤᡳᠨ,tanggin,〔名〕堂。,6,577,577c
ᡨᠠᠩᡤᡳᠨ ᡩᡝ ᠵᠠᠮᠠᡵᠠᠮᡝ ᠪᠠᠯᠠᡳ ᡩᠠᡳᡧᠠᠮᠪᡳ,tanggin de jamarame balai daiSambi,哄堂滋闹。,6,578,578a
ᡨᠠᠩᡤᡳᠨ ᡩᡝ ᠸᡝᠰᡳᠮᠪᡳ,tanggin de wesimbi,升堂。,6,578,578a
ᡨᠠᠩᡤᡳᠨ ᡩᡝ ᡩᠠᡳᡧᠠᠮᡝ ᠶᠠᠪᡠᠮᠪᡳ,tanggin de daiSame yabumbi,咆哮公堂。,6,578,578a
ᡨᠠᠩᡤᡳᠨ ᡩᡝ ᡴᠠᡳᠴᠠᠮᡝ ᡳᠨᠵᡝᡥᡝ,tanggin de kaicame injehe,哄堂大笑。,6,578,578a
ᡨᠠᠩᡤᡳᠨ ᡳ ᠠᠯᡳᠪᡠᠨ,tanggin i alibun,堂呈，属员呈启堂官阅看之呈子。,6,577,577c
ᡨᠠᠩᡤᡳᠨ ᡳ ᠪᡠᠶᠠᡵᠠᠮᡝ ᠪᠠᡳᡨᠠ ᡳᠴᡳᡥᡳᠶᠠᡵᠠ ᠪᠣᠣ,tanggin i buyarame baita icihiyara boo,堂火房。,6,577,577c
ᡨᠠᠩᡤᡳᠨ ᡳ ᠵᡠᠯᡝᡵᡳ ᡨᡠᠸᠠᠮᡝ ᠰᡳᠨᡩᠠᠮᠪᡳ,tanggin i juleri tuwame sindambi,当堂监放。,6,578,578a
ᡨᠠᠩᡤᡳᠨ ᡳ ᠸᡝᠰᡳᠮᠪᡠᡵᡝ ᠪᡳᡨᡥᡝᡳ ᠪᠣᠣ,tanggin i wesimbure bithei boo,堂本房。,6,578,578a
ᡨᠠᠩᡤᡳᠨ ᡳ ᡠᡥᡝᡵᡳ ᡴᡠᠩᡤᡝᡵᡳ,tanggin i uheri kunggeri,〈衙〉堂总科。,6,577,577c
ᡨᠠᠩᡤᡳᠨ ᡳ ᡤᡠᠪᠴᡳ ᡠᡵᡤᡠᠨᠵᡝᠮᠪᡳ,tanggin i gubci urgunjembi,喜起一堂。,6,578,578a
ᡨᠠᠩᡤᡳᠨ ᡳ ᡨᡝᠮᡤᡝᡨᡠ ᡝᠵᡝᡵᡝ ᠪᠣᠣ,tanggin i temgetu ejere boo,堂号房，隶工部。,6,577,577c
ᡨᠠᠩᡤᡳᠨ ᡳ ᡨᡝᡶᡳ ᡳᠴᡳᡥᡳᠶᠠᡵᠠ ᡥᠠᡶᠠᠨ,tanggin i tefi icihiyara hafan,〈官〉坐办堂郎中。,6,577,577c
ᡨᠠᠩᡤᡳᠨ ᡳ ᡩᠣᡵᠣᠨ ᡤᡳᡩᠠᠮᠪᡳ,tanggin i doron gidambi,钤用堂印。,6,578,578a
ᡨᠠᠩᡤᡳᠨ ᡳ ᡩᠣᡵᠣᠨ ᡳ ᠪᠣᠣ,tanggin i doron i boo,堂印房。,6,578,578a
ᡨᠠᠩᡤᡳᠨ ᡳ ᡩᠣᡵᠣᠯᠣᠨ ᡳ ᠪᠣᠣ,tanggin i dorolon i boo,堂礼房。,6,578,578a
ᡨᠠᠩᡤᡳᠩᡤᡝ ᠪᠣᠣ,tanggingge boo,〈衙〉堂房，隶户部。,6,578,578a
ᡨᠠᠩᡤᡳᠪᡠᠮᠪᡳ,tanggibumbi,〔及、不及〕垫，硌。,6,578,578a
ᡨᠠᠩᡤᡳᠮᠪᡳ,tanggimbi,〔不及〕搭讪，借词遮饰，以词搪塞。,6,578,578b
ᡨᠠᠩᡤᡳᠮᡝᠯᡳᠶᠠᠨ,tanggimeliyan,〔副动〕往后挺弯着。,6,578,578a
ᡨᠠᠩᡤᡳᠯᠠᠮᠪᡳ,tanggilambi,〈及〉①弹。②（用绷子或弹弓等）弹射。,6,578,578a
ᡨᠠᠩᡤᡳᠯᠠᡴᡡ,tanggilak@,〔名〕弹弓。,6,578,578a
ᡨᠠᠩᡤᡳᠯᠠᡴᡡ ᠪᡝᡵᡳ,tanggilak@ beri,弹弓。,6,578,578a
ᡨᠠᠩᡤᡳᠯᠠᡴᡡ ᠮᡠᡥᠠᠯᡳᠶᠠᠨ ᡨᠣᠨᡳᠣ,tanggilak@ muhaliyan tonio,弹丸黑子。,6,578,578a
ᡨᠠᠩᡤᡳᠶᠠᠮᠪᡳ,tanggiyambi,〔及〕重又漆油。,6,578,578b
ᡨᠠᠩᡤᡳᠶᠠᡥᠠ ᡧᡠᡤᡳᠨ,tanggiyaha Sugin,靛定漆。,6,578,578b
ᡨᠠᠩᡤᡳᡴᡡ,tanggik@,〔名〕弓拿子，上弓弦用的工具名。,6,578,578a
ᡨᠠᠩᡤᡳᡵᡳ,tanggiri,〔名〕①铁冲子。②镗锣。,6,578,578b
ᡨᠠᠩᡤᡳᡵᡳ ᡳᠯᡥᠠ,tanggiri ilha,〈动〉满堂春。,6,578,578b
ᡨᠠᠩᡴᠠᠨ,tangkan,〔名〕①品级，品第，等级。②阶级。③层： ilan duin tangkan 三四层。,6,576,576a
ᡨᠠᠩᡴᠠᠨ ᠠᡥᠠ,tangkan aha,世仆。,6,576,576a
ᡨᠠᠩᡴᠠᠨ ᡨᠠᠩᡴᠠᠨ ᡳ,tangkan tangkan i,一级一级的，一层一层的，一蹬一蹬的。,6,576,576a
ᡨᠠᠩᡴᠠᠨ ᡶᡝᠵᡳᠯᡝ,tangkan fejile,阶下。,6,576,576a
ᡨᠠᠩᡴᠠᠮᠪᡳ,tangkambi,〔及〕①震，震动。②震鱼，在浅水处投石击水中石头，以震死鱼。,6,576,576a
