manchu_word,trans_word,desc_word,dic_id,image_file_name,image_file_page_no
ᡠᠨᠴᡝᡥᡝᠨ ᡤᠣᠯᠮᡳᠨ ᠪᡠᡥᡡ,uncehen golmin buh@,①麋鹿。②麈。,6,187,187a
ᡠᠨᠴᡝᡥᡝᠨ ᡤᡳᡵᠠᠩᡤᡳ,uncehen giranggi,尾骨。,6,187,187a
ᡠᠨᠴᡝᡥᡝᠨ ᡥᡝᡨᡝᠮᠪᡳ,uncehen hetembi,抄尾。,6,187,187a
ᡠᠨᠴᡝᡥᡝᠨ ᡧᠣᠯᠣᠩᡤᠣ ᠠᠯᡥᠠᠴᠠᠨ ᠨᡳᠶᡝᡥᡝ,uncehen Solonggo alhacan niyehe,<动>尖尾罗纹鸭。,6,187,187a
ᡠᠨᠴᡝᡥᡝᠨ ᡨᡠᠸᠠᠨᠴᡳᡥᡳᠶᠠᡴᡡ,uncehen tuwancihiyak@,舵。,6,187,187a
ᡠᠨᠴᡝᡥᡝᠨ ᡨᡠᠸᠠᠨᠴᡳᡥᡳᠶᠠᡴᡡ ᠵᠠᡶᠠᠮᠪᡳ,uncehen tuwancihiyak@ jafambi,掌舵。,6,187,187a
ᡠᠨᠴᡝᡥᡝᠨ ᡩᠠᡥᠠᠯᠠᡥᠠᡳ ᡝᡴᡧᡝᠮᡝ ᡧᡠᡵᡠᠮᡝ ᡩᠣᠣᠮᠪᡳ,uncehen dahalahai ekSeme Surume doombi,衔尾攒渡。,6,187,187a
ᡠᠨᠴᡝᡥᡝᠨ ᡩᡝ ᠯᠠᡨᡠᠪᡠᡥᠠ ᠪᡳᡨᡥᡝ,uncehen de latubuha bithe,粘单，指正式公文之后所粘附件。,6,187,187a
ᡠᠨᠴᡝᡥᡝᠨ ᡳ ᡠᠨᡩᡝᡥᡝᠨ,uncehen i undehen,板梢。,6,187,187a
ᡠᠨᠴᡝᡥᡝᠨ ᡳ ᡩᠠ,uncehen i da,尾根。,6,187,187a
ᡠᠨᡝᠩᡤᡳ,unenggi,〔形〕①真的，真实的，真正的，确实的。②真诚的，诚实的，忠诚的，忠心耿耿的。③诚，封谥等处用语，其 mujilen be tucibume niyalma be dasahangge be unenggi sembi 推心御物曰诚。〔副〕确实，果然，诚然，果真，的确。,6,182,182b
ᡠᠨᡝᠩᡤᡳ ᠠᠯᡳᠶᠠᠰᡠᠩᡤᠠ ᡤᡳᠶᡡᠨ ᠸᠠᠩ,unenggi aliyasungga giy@n wang,诚隐郡王。,6,182,182c
ᡠᠨᡝᠩᡤᡳ ᠠᡴᡩᡠᠨ ᡳᠰᡥᡠᠨᡩᡝ ᠠᡴᡩᠠᠪᡠᠮᠪᡳ,unenggi akdun ishunde akdabumbi,诚信相孚。,6,182,182c
ᡠᠨᡝᠩᡤᡳ ᠣᠪᡠᡶᡳ ᠠᠰᠠᡵᠠᠮᠪᡳ,unenggi obufi asarambi,珍藏。,6,182,182c
ᡠᠨᡝᠩᡤᡳ ᠪᠣᡩᠣᡥᠣᠩᡤᠣ ᠮᡝᡵᡤᡝᠨ ᠪᠠᡨᡠᡵᡠ ᡤᡠᠩ,unenggi bodohonggo mergen baturu gung,诚谋英勇公。,6,183,183b
ᡠᠨᡝᠩᡤᡳ ᠪᡝ ᠠᡴᡡᠮᠪᡠᠮᡝ ᡨᡠᠸᠠᠨᠴᡳᡥᡳᠶᠠᠮᡝ ᠸᡝᡥᡳᠶᡝᠮᠪᡳ,unenggi be ak@mbume tuwancihiyame wehiyembi,竭诚匡赞。,6,183,183a
ᡠᠨᡝᠩᡤᡳ ᠪᡝ ᠠᡴᡡᠮᠪᡠᠮᡝ ᡴᡳᡩᡠᠮᡝ ᡤᡡᠨᡳᠮᠪᡳ,unenggi be ak@mbume kidume g@nimbi,竭诚思慕。,6,183,183a
ᡠᠨᡝᠩᡤᡳ ᠪᡝ ᠪᠠᡩᠠᡵᠠᠮᠪᡠᠮᡝ ᡳᠰᡥᡠᠨᡩᡝ ᠠᡴᡩᠠᠪᡠᠮᠪᡳ,unenggi be badarambume ishunde akdabumbi,推诚相信。,6,183,183a
ᡠᠨᡝᠩᡤᡳ ᠪᡝ ᠪᠠᡩᠠᡵᠠᠮᠪᡠᠮᡝ ᡳᠰᡥᡠᠨᡩᡝ ᡨᡠᠸᠠᠮᠪᡳ,unenggi be badarambume ishunde tuwambi,= unenggi be badarambume ishunde kundulembi,6,183,183b
ᡠᠨᡝᠩᡤᡳ ᠪᡝ ᠪᠠᡩᠠᡵᠠᠮᠪᡠᠮᡝ ᡳᠰᡥᡠᠨᡩᡝ ᡴᡠᠨᡩᡠᠯᡝᠮᠪᡳ,unenggi be badarambume ishunde kundulembi,推诚相待。,6,183,183b
ᡠᠨᡝᠩᡤᡳ ᠪᡝ ᠪᡳᠪᡠᠮᠪᡳ,unenggi be bibumbi,存诚。,6,183,183b
ᡠᠨᡝᠩᡤᡳ ᠪᡝ ᡠᠨᡝᠩᡤᡳᠯᡝᠮᠪᡳ,unenggi be unenggilembi,诚意。,6,183,183a
ᡠᠨᡝᠩᡤᡳ ᠪᡝ ᡨᡠᠴᡳᠪᡠᠮᠪᡳ,unenggi be tucibumbi,推诚，开诚，陈情。,6,183,183b
ᡠᠨᡝᠩᡤᡳ ᠪᡝ ᡨᡠᠴᡳᠪᡠᠮᡝ ᠸᡝᠨ ᡩᡝ ᡩᠠᡥᠠᠮᠪᡳ,unenggi be tucibume wen de dahambi,输诚向化。,6,183,183b
ᡠᠨᡝᠩᡤᡳ ᠪᡝ ᡨᡠᠴᡳᠪᡠᠮᡝ ᡤᡡᠨᡳᠨ ᠪᡝ ᡨᡠᠸᠠᠪᡠᠮᠪᡳ,unenggi be tucibume g@nin be tuwabumbi,披诚露胆。,6,183,183b
ᡠᠨᡝᠩᡤᡳ ᠪᡝ ᡨᡠᠴᡳᠪᡠᠮᡝ ᡥᠣᠯᠣ ᠪᡝ ᡠᠩᡤᡳᠮᠪᡳ,unenggi be tucibume holo be unggimbi,著诚去伪。,6,183,183b
ᡠᠨᡝᠩᡤᡳ ᠪᡝ ᡨᡠᠴᡳᠪᡠᠮᡝ ᡨᠣᠨᡩᠣ ᠪᡝ ᠰᡝᠯᡤᡳᠶᡝᠪᡠᠮᠪᡳ,unenggi be tucibume tondo be selgiyebumbi,开诚布公。,6,183,183b
ᡠᠨᡝᠩᡤᡳ ᠪᡝ ᡳᡴᡨᠠᠮᠪᡠᡶᡳ ᠮᡠᠵᡳᠯᡝᠨ ᠪᡝ ᠠᠴᡳᠩᡤᡳᠶᠠᠮᠪᡳ,unenggi be iktambufi mujilen be acinggiyambi,积诚感心。,6,183,183a
ᡠᠨᡝᠩᡤᡳ ᠪᡝᡳᠯᡝ,unenggi beile,诚贝勒。,6,183,183b
ᡠᠨᡝᠩᡤᡳ ᠮᡠᠵᡳᠨ ᡳ ᡥᡡᠰᡠᠨ ᠪᡠᠮᡝ ᠶᠠᠪᡠᠮᠪᡳ,unenggi mujin i h@sun bume yabumbi,实心效力。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᠮᡠᠵᡳᠯᡝᠨ ᠪᡝ ᡨᡠᠴᡳᠪᡠᠮᡝ ᡨᠣᠪ ᡩᠣᡵᠣ ᠪᡝ ᠰᡝᠯᡤᡳᠶᡝᠮᠪᡳ,unenggi mujilen be tucibume tob doro be selgiyembi,开诚心，布公道。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᠮᡠᠵᡳᠯᡝᠨ ᠶᠠᡵᡤᡳᠶᠠᠨ ᡥᡡᠰᡠᠨ ᡳ ᡴᡳᠴᡝᠮᡝ ᡶᠠᡧᡧᠠᠮᡝ ᡳᠴᡳᡥᡳᠶᠠᠮᡝ ᡤᠠᠮᠠᠮᠪᡳ,unenggi mujilen yargiyan h@sun i kiceme faSSame icihiyame gamambi,实心实力勒勉办理。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᠮᡠᠵᡳᠯᡝᠨ ᡳ ᠪᠠᡳᡨᠠ ᠪᡝ ᠠᠯᡳᡶᡳ ᡳᠴᡳᡥᡳᠶᠠᠮᠪᡳ,unenggi mujilen i baita be alifi icihiyambi,实心任事。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᠰᠣᠮᡳᠰᡥᡡᠨ ᡤᡳᠶᡡᠨ ᠸᠠᠩ,unenggi somish@n giy@n wang,诚隐郡王。,6,183,183b
ᡠᠨᡝᠩᡤᡳ ᠵᡠᡵᡤᠠᠨ,unenggi jurgan,真谛。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᠵᡳᠩᠵᡳ ᠶᠠᡵᡤᡳᠶᠠᠨ ᡳ ᡥᡳᠩ ᠰᡝᠮᡝ,unenggi jingji yargiyan i hing seme,诚实真切。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᠶᠠᠯᠠᠩᡤᡳ,unenggi yalanggi,诚实。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᠶᠠᡵᡤᡳᠶᠠᠨ,unenggi yargiyan,诚实，确实。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᠶᠠᡵᡤᡳᠶᠠᠨ ᠠᠮᠪᠠᠯᡳᠩᡤᡡ ᠴᡳᡵᠠ(ᡤᡳᠩᡤᡠᠨ),unenggi yargiyan ambalingg@ cira(ginggun),诚实庄肃（严）。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᠶᠠᡵᡤᡳᠶᠠᠨ ᠣᡶᡳ ᡨᡠᡨᡨᡠ ᡤᡝᠩᡤᡳᠶᡝᠨ ᠣᡥᠣᠪᡳ,unenggi yargiyan ofi tuttu genggiyen ohobi,诚精故明。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᠶᠠᡵᡤᡳᠶᠠᠨ ᠨᡳᡴᡝᠴᡳ ᠣᠮᠪᡳ,unenggi yargiyan nikeci ombi,结实可靠，诚实可靠。,6,184,184a
ᡠᠨᡝᠩᡤᡳ ᠶᠠᡵᡤᡳᠶᠠᠨ ᠰᠠᠮᠠᠵᠠ ᠨᠣᠮᡠᠨ,unenggi yargiyan samaja nomun,<书>真实三味耶经。,6,184,184a
ᡠᠨᡝᠩᡤᡳ ᠶᠠᡵᡤᡳᠶᠠᠨ ᡶᠠᡧᡧᠠᠨ ᠪᡳ,unenggi yargiyan faSSan bi,诚笃有为。,6,184,184a
ᡠᠨᡝᠩᡤᡳ ᠶᠠᡵᡤᡳᠶᠠᠨ ᡳ ᡳᠴᡳᡥᡳᠶᠠᠮᠪᡳ,unenggi yargiyan i icihiyambi,认真办理。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᠸᡝᡳᠯᡝᠨ,unenggi weilen,正业。,6,184,184a
ᡠᠨᡝᠩᡤᡳ ᡝᠯᡩᡝᠮᠪᡠᡥᡝ ᠵᡠᡴᡨᡝᡥᡝᠨ,unenggi eldembuhe juktehen,永光寺，即盛京东塔之庙名。,6,182,182c
ᡠᠨᡝᠩᡤᡳ ᡠᠯᡥᡳᠪᡠᠨ,unenggi ulhibun,真诰。,6,182,182c
ᡠᠨᡝᠩᡤᡳ ᡤᡠᠩᠨᡝᠴᡠᡴᡝ ᠶᠠᠯᠠ ᡤᠣᠴᡳᠰᡥᡡᠨ,unenggi gungnecuke yala gocish@n,允恭克让。,6,184,184a
ᡠᠨᡝᠩᡤᡳ ᡤᡠᠯᡠ ᡳ ᠪᠠᠨᡳᠨ ᠰᠠᠯᡤᠠᠪᡠᡥᠠ,unenggi gulu i banin salgabuha,真淳秉性。,6,184,184a
ᡠᠨᡝᠩᡤᡳ ᡤᡡᠨᡳᠨ ᠠᡴᡩᡠᠨ ᠠᡴᡡ,unenggi g@nin akdun ak@,诚意未孚。,6,182,182c
ᡠᠨᡝᠩᡤᡳ ᡤᡡᠨᡳᠨ ᠪᡝ ᠸᠠᠴᡳᡥᡳᠶᠠᠮᠪᡳ,unenggi g@nin be wacihiyambi,殚竭血诚。,6,183,183a
ᡠᠨᡝᠩᡤᡳ ᡤᡡᠨᡳᠨ ᠪᡳᡵᡝᠮᡝ ᡥᠠᡶᡠᠨᠠᠮᠪᡳ,unenggi g@nin bireme hafunambi,实意流行。,6,183,183a
ᡠᠨᡝᠩᡤᡳ ᡤᡡᠨᡳᠨ ᡳ ᠪᠠᡳᡨᠠ ᡳᠴᡳᡥᡳᠶᠠᠮᠪᡳ,unenggi g@nin i baita icihiyambi,实心任事，认真办事。,6,182,182c
ᡠᠨᡝᠩᡤᡳ ᡤᡡᠨᡳᠨ ᡳ ᠵᠠᠯᠪᠠᡵᡳᠮᡝ ᠪᠠᡳᠮᠪᡳ,unenggi g@nin i jalbarime baimbi,虔诚祈祷。,6,183,183a
ᡠᠨᡝᠩᡤᡳ ᡤᡡᠨᡳᠨ ᡳ ᡤᡠᡵᡠᠨ ᡩᡝ ᡴᠠᡵᡠᠯᠠᠮᠪᡳ,unenggi g@nin i gurun de karulambi,赤心报国。,6,183,183a
ᡠᠨᡝᠩᡤᡳ ᡤᡡᠨᡳᠨ ᡳ ᡥᡳᠩ ᠰᡝᠮᡝ ᡴᡳᠴᡝᠮᠪᡳ,unenggi g@nin i hing seme kicembi,诚意迫切。,6,183,183a
ᡠᠨᡝᠩᡤᡳ ᡤᡡᠨᡳᠨ ᡳ ᡧᡠᠸᡝ ᡥᠠᡶᡠᠮᠪᡳ,unenggi g@nin i Suwe hafumbi,认真贯彻。,6,182,182c
ᡠᠨᡝᠩᡤᡳ ᡤᡡᠨᡳᠨ ᡳ ᡨᡝᡴᠰᡳᠯᡝᠮᡝ ᡩᠠᠰᠠᠮᠪᡳ,unenggi g@nin i teksileme dasambi,认真整顿。,6,182,182c
ᡠᠨᡝᠩᡤᡳ ᡤᡡᠨᡳᠨ ᡳ ᡩᠠᠰᠠᡨᠠᠮᡝ ᠸᡝᡳᠯᡝᠮᠪᡳ,unenggi g@nin i dasatame weilembi,认真修筑。,6,183,183a
ᡠᠨᡝᠩᡤᡳ ᡤᡡᠨᡳᠨ ᡳ ᡳᠰᡥᡠᠨᡩᡝ ᠠᡴᡩᠠᠮᠪᡳ,unenggi g@nin i ishunde akdambi,诚意交孚。,6,182,182c
ᡠᠨᡝᠩᡤᡳ ᡤᡡᠨᡳᠨ ᡳ ᡶᡠᠵᡠᡵᡠᠯᠠᠮᡝ ᡴᡳᠮᠴᡳᠮᠪᡳ,unenggi g@nin i fujurulame kimcimbi,诚心咨访。,6,183,183a
ᡠᠨᡝᠩᡤᡳ ᡤᡳᠩᡤᡠᠨ,unenggi ginggun,诚谨。,6,184,184a
ᡠᠨᡝᠩᡤᡳ ᡤᡳᠩᡤᡠᠨ ᡤᡳᠶᡡᠨ ᠸᠠᠩ,unenggi ginggun giy@n wang,孚敬郡王。,6,184,184a
ᡠᠨᡝᠩᡤᡳ ᡤᡳᠩᡤᡠᠵᡳ ᠴᡳᠨ ᠸᠠᠩ,unenggi gingguji cin wang,诚恪亲王。,6,184,184a
ᡠᠨᡝᠩᡤᡳ ᡤᡳᠶᡡᠨ ᠸᠠᠩ,unenggi giy@n wang,孚郡王。,6,184,184a
ᡠᠨᡝᠩᡤᡳ ᡥᡝᡥᡝ,unenggi hehe,夫人，即二品官妻之封号。,6,184,184a
ᡠᠨᡝᠩᡤᡳ ᡨᠣᠨᡩᠣ ᠪᡝ ᠠᡴᡡᠮᠪᡠᠮᠪᡳ,unenggi tondo be ak@mbumbi,矢志忠诚。,6,183,183b
ᡠᠨᡝᠩᡤᡳ ᡨᡝᠩᡴᡳᠴᡠᡴᡝ,unenggi tengkicuke,恺切。,6,183,183b
ᡠᠨᡝᠩᡤᡳ ᡨᡠᡧᠠᠨ ᠪᡝ ᠮᡠᡨᡝᠪᡠᠮᠪᡳ,unenggi tuSan be mutebumbi,果能称职。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᡩᠠᠯᠠᡥᠠᠪᡳ,unenggi dalahabi,真宰。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᡩᠠᡥᠠᠨᠵᡳᡥᠠ ᡩᡠᡴᠠ,unenggi dahanjiha duka,憬惠门，新疆迪化城北门名。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᡩᡝ ᠵᠠᠯᠠᡵᠠᡴᡡ,unenggi de jalarak@,不惜于诚。,6,183,183c
ᡠᠨᡝᠩᡤᡳ ᡶᡝᠵᡝᡵᡤᡳ ᡳᡵᡤᡝᠨ ᠪᡝ ᡤᠣᠰᡳᠮᠪᡳ,unenggi fejergi irgen be gosimbi,孚右下民。,6,184,184a
ᡠᠨᡝᠩᡤᡳᠨ,unenggin,〔名〕诚实。,6,184,184a
ᡠᠨᡝᠩᡤᡳᠨ ᡤᡳᠶᡡᠨ ᠸᠠᠩ,unenggin giy@n wang,孚敬郡王。,6,184,184a
ᡠᠨᡝᠩᡤᡳᠩᡤᡝ,unenggingge,〔形〕诚实的。〔名〕诚者。,6,184,184a
ᡠᠨᡝᠩᡤᡳᠩᡤᡝ ᠠᠪᡴᠠᡳ ᡩᠣᡵᠣ,unenggingge abkai doro,诚者天知道也。,6,184,184a
ᡠᠨᡝᠩᡤᡳᠯᡝᠮᠪᡳ,unenggilembi,〔不及〕①效忠，尽忠，矢忠。②竭诚，认真。③证实，打听清楚。,6,184,184a
ᡠᠨᡝᠩᡤᡳᠯᡝᡵᡝᠩᡤᡝ ᠨᡳᠶᠠᠯᠮᠠᡳ ᡩᠣᡵᠣ,unenggilerengge niyalmai doro,诚者人之道也。,6,184,184b
ᡠᠨᡝᠩᡤᡳ ᡳ ᠠᡩᡳᠰᡨᡳᡨ,unenggi i adistit,真谛摄授。,6,182,182c
ᡠᠨᡝᠩᡤᡳ ᡳ ᠪᠠᡳᠮᡝ ᡩᠠᡥᠠᠨᠵᡳᡥᠠ ᡩᡝ ᠰᠣᠨᠵᠣᡶᡳ ᠪᠠᡳᡨᠠᠯᠠᡥᠠ,unenggi i baime dahanjiha de sonjofi baitalaha,投诚录用。,6,182,182c
ᡠᠨᡝᠰᡳ,unesi,〔名〕遗物，家传旧物。,6,184,184b
ᡠᠨᡝᠰᡳ ᠣᠪᡠᡶᡳ ᠠᠰᠠᡵᠠᠮᠪᡳ,unesi obufi asarambi,= unenggi obufi asarambi,6,184,184b
ᡠᠨᡠᠨ,unun,〔名〕①负荷，负担。②背架，背囊。,6,184,184b
ᡠᠨᡠᠨ ᡠᡧᡝ,unun uSe,背枪带子。,6,184,184b
ᡠᠨᡠᠨ ᡶᡳᠶᠠᠨᠠ,unun fiyana,背夹子，又作fiyana。,6,184,184b
ᡠᠨᡠᠪᡠᠮᠪᡳ,unubumbi,〔不及〕① unumbi 的使动态。②移债、移罪与人之移，转嫁。,6,184,184b
ᡠᠨᡠᠮᠪᡳ,unumbi,〔及〕①背，负荷，背负： acime unumbi 负驮。②捏任，承担，担负。,6,184,184b
ᡠᠨᡠᠮᡝ ᠵᠠᠵᠠᠮᡝ ᠸᡝᡥᡳᠶᡝᠮᡝ ᡠᡧᠠᠮᠪᡳ,unume jajame wehiyeme uSambi,伛偻提携。,6,184,184c
ᡠᠨᡠᠴᡠᠨ,unucun,〔名〕遗腹子，又作anak@ jui。,6,184,184c
ᡠᠨᡠᠵᡠᠨ,unujun,〔名〕<动>背灶，一种鸟名。《清文总汇》释作背花，鹳别名之一。,6,184,184c
ᡠᠨᡠᡤᡠᡨ ᡴᠠᡵᡠᠨ,unugut karun,<地>乌努特卡伦，春设，冬移至昌曼，在惠远城东南七百余里，东至那喇特四十里，隶厄鲁特营领队大臣。,6,184,184c
ᡠᠨᡠᡥᠠ ᡨᡠᡧᠠᠨ,unuha tuSan,责任。①官员本任内应办应管之一切事宜。②应承担之责。,6,184,184b
ᡠᠨᡠᡵ ᠪᡳᡵᠠ,unur bira,<地>乌努里河，蒙古名，又作乌诺尔河，在黑龙江一带。,6,184,184c
ᡠᠨᡠᡵᡝ ᡥᡠᡴᡧᡝᡵᡝ,unure hukSere,负戴。,6,184,184c
ᡠᠨᡠᡵᡨᡠ,unurtu,〔名〕<动>苏兽。,6,184,184c
ᡠᠨᡨᡠᠨ,untun,〔名〕太平鼓，即女跳神者所用之手鼓。,6,184,184c
ᡠᠨᡨᡠᠨ ᡶᠣᡵᡳᠮᡝ ᠸᡝᡥᡝᡳ ᠮᡠᡥᠠᠯᡳᠶᠠᠨ ᡶᡝᠰᡥᡝᠯᡝᠮᠪᡳ,untun forime wehei muhaliyan feshelembi,打鼓踢球。,6,184,184c
ᡠᠨᡨᡠᡥᡠᠨ,untuhun,〔形〕①空的，空虚的，空心的，空洞洞： untuhun gala 空手： untuhun boo 空房子； untuhun hooSan 空白纸。②虚，白白的： elden silmen be untuhun dulemburak@ 不虚度光阴。③光，干，单单的： untuhun akjambi 干打雷。〔名〕空，空间，太空，苍穹： den untuhun 高空。,6,184,184c
ᡠᠨᡨᡠᡥᡠᠨ ᠠᠯᡤᡳᡧᠠᠮᡝ ᡥᠣᡵᠣᠨ ᠰᡳᠨᡩᠠᠮᠪᡳ,untuhun algiSame horon sindambi,虚张声势。,6,185,185a
ᡠᠨᡨᡠᡥᡠᠨ ᠠᠴᡳᠯᠠᠮᠪᡳ,untuhun acilambi,飞绊，摔跤名色。,6,185,185a
ᡠᠨᡨᡠᡥᡠᠨ ᠣᡳᠯᠣᡥᠣᠨ ᡳ ᡨᠠᠴᡳᠨ,untuhun oilohon i tacin,虚浮之习。,6,185,185a
ᡠᠨᡨᡠᡥᡠᠨ ᠣᡵᠣᠨ ᡳ ᠴᠠᠯᡳᠶᠠᠨ,untuhun oron i caliyan,名粮。,6,185,185a
ᡠᠨᡨᡠᡥᡠᠨ ᠪᠠᠨᠵᡳᡥᠠ,untuhun banjiha,虚生，枉生。,6,185,185b
ᡠᠨᡨᡠᡥᡠᠨ ᠪᠣᠣ ᡩᡝ ᡥᠣᡵᡳᠮᠪᡳ,untuhun boo de horimbi,圈禁。,6,185,185b
ᡠᠨᡨᡠᡥᡠᠨ ᠪᡝ ᠨᡝᡴᡠᠯᡝᠮᡝ ᡩᠣᠰᡳᠮᠪᡳ,untuhun be nekuleme dosimbi,乘虚而人。,6,185,185b
ᡠᠨᡨᡠᡥᡠᠨ ᠮᡳᠶᠠᠮᡳᠮᡝ ᠪᡳᡨᡠᠮᡝ ᡤᡳᠰᡠᡵᡝᠮᠪᡳ,untuhun miyamime bitume gisurembi,= untuhun Sudeme bitume gisurembi,6,185,185c
ᡠᠨᡨᡠᡥᡠᠨ ᠮᡳᠶᠠᠮᡳᡤᠠᠨ ᠣᠪᡠᡶᡳ ᡨᡠᠸᠠᠮᠪᡳ,untuhun miyamigan obufi tuwambi,= untuhun kooli obufi tuwambi,6,185,185c
ᡠᠨᡨᡠᡥᡠᠨ ᠮᡳᠶᠠᠮᡳᡤᠠᠨ ᠪᡝ ᠸᡝᡳᠯᡝᡵᠠᡴᡡ,untuhun miyamigan be weilerak@,不事虚文。,6,185,185c
ᡠᠨᡨᡠᡥᡠᠨ ᠯᠠᠮᡠᠨ ᡶᡠᠩᡤᠠᠯᠠ,untuhun lamun funggala,空衔蓝翎。,6,185,185b
ᡠᠨᡨᡠᡥᡠᠨ ᠰᡳᠮᡝᠯᡳ,untuhun simeli,空廊。,6,185,185b
ᡠᠨᡨᡠᡥᡠᠨ ᠰᡳᠯᡝ,untuhun sile,太羹。,6,185,185b
ᡠᠨᡨᡠᡥᡠᠨ ᠴᠠᡥᡳᠨ ᡨᡝᠮᡤᡝᡨᡠ ᡥᡝᡵᡤᡝᠨ ᡳ ᠪᠣᠣ,untuhun cahin temgetu hergen i boo,空廒号房。,6,185,185c
ᡠᠨᡨᡠᡥᡠᠨ ᠵᠠᡥᡡᡩᠠᡳ ᠪᡝ ᡩᠠᡥᠠᠯᠠᡵᠠ ᠮᡳᠩᡤᠠᡨᡠ,untuhun jah@dai be dahalara minggatu,押空船千总。,6,185,185c
ᡠᠨᡨᡠᡥᡠᠨ ᠵᡝᡵᡤᡳ,untuhun jergi,虚衔，空衔。,6,185,185c
ᡠᠨᡨᡠᡥᡠᠨ ᠶᠠᠩᠰᡝ,untuhun yangse,虚文，具文。,6,185,185c
ᡠᠨᡨᡠᡥᡠᠨ ᠶᠠᠩᠰᡝ ᠠᡵᠠᠮᡝ ᠮᡳᠶᠠᠮᡳᠮᠪᡳ,untuhun yangse arame miyamimbi,虚文缘饰。,6,185,185c
ᡠᠨᡨᡠᡥᡠᠨ ᠶᠠᡵᡤᡳᠶᠠᠨ ᠪᡝ ᡨᡝᡥᡝᡵᡝᠪᡠᠮᡝ ᠠᠴᠠᠨᠠᠪᡠᠮᠪᡳ,untuhun yargiyan be teherebume acanabumbi,虚实揣应。,6,185,185c
ᡠᠨᡨᡠᡥᡠᠨ ᡤᠠᠯᠠ ᡳ ᠪᠣᠣ ᠪᡝ ᡳᠯᡳᠪᡠᠮᠪᡳ,untuhun gala i boo be ilibumbi,白手起家。,6,185,185b
ᡠᠨᡨᡠᡥᡠᠨ ᡤᠠᠯᠠ ᡳ ᠵᠠᡶᠠᠨᡠᠮᠪᡳ,untuhun gala i jafanumbi,徒搏。,6,185,185b
ᡠᠨᡨᡠᡥᡠᠨ ᡤᡝᠪᡠ,untuhun gebu,虚誉，浮名，虚名。,6,185,185c
ᡠᠨᡨᡠᡥᡠᠨ ᡤᡝᠪᡠ ᠪᡝ ᠴᠠᠩᡤᡳ ᡴᡳᠴᡝᠮᠪᡳ,untuhun gebu be canggi kicembi,专事虚名，竟图虚名。,6,185,185c
ᡠᠨᡨᡠᡥᡠᠨ ᡤᡝᠪᡠ ᡤᠠᡳᠮᠪᡳ,untuhun gebu gaimbi,沽名。,6,185,185c
ᡠᠨᡨᡠᡥᡠᠨ ᡤᡝᠪᡠᡳ ᠶᠠᠮᡠᠨ ᡳ ᡠᡵᠰᡝ,untuhun gebui yamun i urse,挂名人役。,6,185,185c
